;Titel;Autor_normalisiert;Jahr;Geschlecht;all_words_count;anteil_Bilder;anteil_Taschen;anteil_Pflanzen;anteil_Kleidung;anteil_Schmuck;anteil_Gerueche;anteil_Pflanzenteile;anteil_helligkeitsspezifisch;anteil_Dekorationsgegenstaende;anteil_Gartenanlagen;anteil_Kunstobjekte;anteil_Ornamente;anteil_Muster;anteil_aussehensspezifisch;anteil_Emotionen;anteil_Wege;anteil_Stoffe;anteil_Kleidungsteile;anteil_Heimtextilien;anteil_oberflaechenspezifisch;anteil_Gruenflaechen;anteil_Aufmachung;anteil_Zimmer;anteil_Farben;anteil_Moebel;anteil_Kommunikationsverben;anteil_Holz;anteil_Charaktereigenschaften;anteil_Gebaeudeteile;anteil_formspezifisch;anteil_Waelder;anteil_Koerperteile;anteil_Haushaltsgegenstaende;anteil_Bauwerke;anteil_konkret;anteil_abstrakt;anteil_['rot', 'blau', 'grün'];anteil_['Kleid', 'Mantel', 'Hut'];anteil_['Finger', 'Ohr', 'Nase']
31;Lebenssucher;Braun, Lily;1915;f;115202;0.000112845263103;0.0003385357893092;0.0015364316591725;0.0014235863960695;0.0005989479349316;0.0007204736028888;6.076283397857676e-05;0.0027777295533063;2.6041214562247184e-05;0.0006770715786184;0.0001475668825194;0.0;0.0001302060728112;0.0031336261523237;0.0205899203138834;0.0009635249388031;0.000529504696099;0.000112845263103;0.0004166594329959;0.0007812364368674;0.0006944323883265;0.0005642263155153;0.001796843804795;0.0039409038037534;0.0024478741688512;0.0031857085814482;0.0002083297164979;0.0166316557004218;0.0050085936008055;0.000746514817451;0.0003645770038714;0.0197826426624537;0.0007551952223051;0.0027343275290359;0.0535320567351261;0.0372215760143053;0.001059009392198;0.0005729067203694;0.0007204736028888
32;Godwi oder Das steinerne Bild der Mutter;Brentano, Clemens;1801;m;132345;0.0002644603120631;0.0001435641694057;0.0019796743360157;0.0009973931769239;0.0002644603120631;0.0007178208470285;0.0001057841248252;0.0014960897653859;3.7780044580452605e-05;0.0009747251501756;9.822811590917676e-05;7.556008916090521e-06;7.556008916090521e-06;0.001088065283917;0.0339415920510786;0.0007480448826929;0.0001964562318183;7.556008916090521e-05;0.0003778004458045;0.0001662321961539;0.0001586761872379;0.0004684725527976;0.0013147455513997;0.0013676376138123;0.0016320979258755;0.0034077600211568;0.0003475764101401;0.017953077184631;0.0025992670671351;0.0004760285617137;0.0006951528202803;0.0089689825833994;0.0003702444368884;0.0019418942914352;0.0300880275038724;0.0518946692357097;0.0003551324190562;0.0003853564547206;0.0003022403566436
33;Mittheilungen aus den geheimen Memoiren einer deutschen Sängerin;Bruckbräu, Friedrich Wilhelm;1829;m;93713;4.2683512426237555e-05;0.0001067087810655;0.000725619711246;0.0007149488331394;0.0008963537609509;0.0005015312710082;7.469614674591572e-05;0.0010564169325493;0.0;0.0001600631715983;4.2683512426237555e-05;2.1341756213118778e-05;2.1341756213118778e-05;0.0011631257136149;0.0275628781492429;0.0007149488331394;0.0001707340497049;8.536702485247511e-05;0.0002987845869836;0.0002027466840246;0.0002027466840246;0.0002027466840246;0.0013231888852133;0.0010777586887624;0.0017286822532626;0.0029451623574103;3.201263431967817e-05;0.0149499002272897;0.0022408844023774;0.0001600631715983;9.60379029590345e-05;0.0080991964828785;0.0006189109301804;0.0014298976662789;0.0242122224237832;0.0425127783765326;8.536702485247511e-05;0.0002134175621311;0.0003094554650902
34;Robinson, der Jüngere 1;Campe, Johann Heinrich;1779;m;44844;0.0001114976362501;0.0002229952725002;0.003010436178753;0.001048077780751;0.0001114976362501;0.0003790919632503;0.0001337971635001;0.0002675943270002;0.0;0.0002229952725002;2.22995272500223e-05;0.0;0.0;0.0004236910177504;0.0221657300865221;0.0005574881812505;0.0001337971635001;2.22995272500223e-05;6.68985817500669e-05;0.0001560966907501;0.0003790919632503;2.22995272500223e-05;0.0003790919632503;0.0001560966907501;0.0007358843992507;0.0012264739987512;0.0004459905450004;0.0088529123182588;0.0019846579252519;0.0006689858175006;0.0005351886540005;0.0057755775577557;0.0012264739987512;0.0011149763625011;0.0203148693247703;0.031018642404781;6.68985817500669e-05;0.0002452947997502;0.0001337971635001
35;Robinson, der Jüngere 2;Campe, Johann Heinrich;1779;m;54308;0.0001104809604478;1.841349340796936e-05;0.0013994254990056;0.0004419238417912;0.0002393754143036;0.0003682698681593;0.0001104809604478;0.0004603373351992;0.0;0.0003498563747514;0.0;0.0;1.841349340796936e-05;0.0004787508286072;0.0183582529277454;0.0003498563747514;5.524048022390808e-05;0.0;0.0001104809604478;7.365397363187744e-05;0.0002946158945275;9.20674670398468e-05;0.0001104809604478;0.0002946158945275;0.0003498563747514;0.0015467334462694;0.0002025484274876;0.0119135302349561;0.0014546659792295;0.0007365397363187;0.0003314428813434;0.0068682330411725;0.0011232230978861;0.0008654341901745;0.0173086838034911;0.0302717831627016;0.0001104809604478;0.0001288944538557;0.0001473079472637
36;Mathias Bichler;Christ, Lena;1914;f;69342;0.0001009489198465;0.0007066424389259;0.0009950679242017;0.0022497187851518;0.0007066424389259;0.0004326382279138;2.8842548527587897e-05;0.0011104381183121;1.4421274263793948e-05;0.0001874765654293;0.0001153701941103;2.8842548527587897e-05;0.0001009489198465;0.0015719188947535;0.015041389057137;0.000764327535981;0.0007354849874534;0.0001874765654293;0.0007066424389259;0.0003028467595396;0.0004614807764414;0.0004326382279138;0.0023650889792622;0.0021343485910415;0.0030140463211329;0.0038504802284329;0.0001586340169017;0.0110034322632747;0.003778373857114;0.0008508551815638;0.0003172680338034;0.0089700325920798;0.0016007614432811;0.0037927951313778;0.0389230192379798;0.0260448213204118;0.0006922211646621;0.000346110582331;0.0005624296962879
37;Die Rumplhanni;Christ, Lena;1916;f;51114;7.825644637477012e-05;0.00127166725359;0.001076026137653;0.0021129240521187;9.782055796846263e-05;0.0005477951246233;0.0;0.0007043080173729;1.956411159369253e-05;0.0002934616739053;3.912822318738506e-05;5.869233478107759e-05;0.0001173846695621;0.0017216418202449;0.0109167742692804;0.0007434362405603;0.0001565128927495;0.0002152052275306;0.0004304104550612;0.0001173846695621;0.0002152052275306;0.0004108463434675;0.0021911804984935;0.0014673083695269;0.001780334155026;0.0026020268419611;0.0002152052275306;0.0097429275736588;0.0026998473999295;0.0020737958289314;0.000254333450718;0.0095277223461282;0.001584693039089;0.00254333450718;0.0347654263019916;0.0206597018429393;0.0003325898970927;0.000254333450718;0.0005869233478107
38;Madam Bäurin;Christ, Lena;1920;f;34740;2.878526194588371e-05;0.0004029936672423;0.0002590673575129;0.0011226252158894;0.0002590673575129;0.0003166378814047;0.0;0.0001727115716753;5.757052389176742e-05;0.0;0.0;2.878526194588371e-05;5.757052389176742e-05;0.0009211283822682;0.020293609671848;0.0005757052389176;0.0002878526194588;0.0002014968336211;0.0006332757628094;8.635578583765112e-05;0.0004029936672423;0.0002590673575129;0.0021301093839953;0.0010938399539435;0.0018422567645365;0.0029073114565342;8.635578583765112e-05;0.0105066206102475;0.002705814622913;0.0010074841681059;0.0001151410477835;0.0064766839378238;0.0010650546919976;0.0037708693149107;0.0263672999424294;0.0308002302820955;0.0001727115716753;0.0001151410477835;0.0006332757628094
39;Jungfer Mutter;Christen, Ada;1892;f;39223;0.0001019809805471;0.0003059429416413;0.0010198098054712;0.0022690768171735;0.0001529714708206;0.0009688193151977;5.099049027356398e-05;0.001402238482523;2.549524513678199e-05;0.0004334191673252;5.099049027356398e-05;2.549524513678199e-05;0.0001274762256839;0.0017591719144379;0.0171582999770542;0.0006883716186931;0.0006628763735563;0.0005354001478724;0.0007903525992402;0.0003314381867781;0.0005354001478724;0.0005863906381459;0.0023455625525839;0.0027279912296356;0.0032888866226448;0.0046656298600311;0.0;0.0150676898758381;0.0047421155954414;0.0003569334319149;2.549524513678199e-05;0.0201922341483313;0.0007393621089666;0.0011472860311551;0.0483899752696122;0.0322259898528924;0.0008668383346505;0.0011472860311551;0.0011472860311551
40;Liebe und Irrthum ;Clauren;1827;m;45910;0.0001306904813766;0.0002613809627532;0.0009148333696362;0.000217817468961;0.000217817468961;0.0012633413199738;0.0001742539751688;0.0009801786103245;0.0;0.0011326508385972;0.0;0.0;2.178174689610107e-05;0.0011326508385972;0.0322587671531256;0.0009583968634284;8.712698758440428e-05;0.0002831627096493;0.0001960357220649;0.000435634937922;0.0001089087344805;0.0001306904813766;0.0014811587889348;0.0008930516227401;0.0009801786103245;0.0054454367240252;4.356349379220214e-05;0.0182748856458287;0.0016771945109997;0.000217817468961;0.0002613809627532;0.0108908734480505;0.0003049444565454;0.0018514484861685;0.0272489653670224;0.0505336527989544;0.0003485079503376;8.712698758440428e-05;0.0003485079503376
41;Was die Isar rauscht;Conrad, Michael Georg;1888;m;127054;0.0001967667291073;0.0003935334582146;0.0009602216380436;0.0013065310812725;0.0002203787366001;0.0010546696680151;7.083602247863114e-05;0.0013458844270939;1.5741338328584695e-05;0.0005509468415004;0.0001810253907787;7.870669164292348e-05;7.083602247863114e-05;0.0022273993734947;0.0186613565885371;0.0006532655406362;0.0002676027515859;0.0002833440899145;0.0003226974357359;0.0002518614132573;0.000188896059943;0.0002597320824216;0.0013537550962582;0.0020778566593731;0.0017394178853086;0.0024950021250806;6.296535331433878e-05;0.0158121743510633;0.0033214223873313;0.0004958521573504;0.0001338013757929;0.0115069183181954;0.0006296535331433;0.0015820045020227;0.0338045240606356;0.0344735309396004;0.0006690068789648;0.0002518614132573;0.0009838336455365
42;Adam Mensch;Conradi, Hermann;1889;m;93943;5.322376334585866e-05;4.257901067668693e-05;0.000500303375451;0.0005854613968044;0.0001809607953759;0.0011389885356013;1.0644752669171733e-05;0.000872869718872;0.0002448293113909;7.451326868420212e-05;7.451326868420212e-05;1.0644752669171733e-05;7.451326868420212e-05;0.0014476863630073;0.0223539806052606;0.0003938558487593;0.0002554740640601;0.0001383817846992;0.000372566343421;0.0002980530747368;9.58027740225456e-05;0.0002554740640601;0.0013199493309772;0.0011922122989472;0.0019905687491351;0.0027144119306387;2.1289505338343466e-05;0.0188092779664264;0.0021395952865035;0.0007877116975187;7.451326868420212e-05;0.0093141585855252;0.0009048039768795;0.0007025536761653;0.0255686959113504;0.041163258571687;8.515802135337385e-05;0.0004045006014285;0.0005322376334585
43;Kampf um Rom;Dahn, Felix;1876;m;211785;6.138300635078027e-05;2.833061831574474e-05;0.0008074226219987;0.0009632410227353;0.0010482328776825;0.0008027008522794;3.777415775432632e-05;0.0016290105531553;4.72176971929079e-06;0.0007177089973322;0.0002738626437188;2.833061831574474e-05;4.249592747361711e-05;0.0011568335812262;0.0229855749935075;0.0009396321741388;0.0002974714923153;0.0001558184007365;0.0004863422810869;0.0004249592747361;0.0002644191042802;0.0004674552022097;0.0011521118115069;0.0014826356918573;0.0005335599782798;0.005505583492693;0.0001510966310173;0.0139150553627499;0.0032060816393984;0.0005807776754727;0.0002030360979295;0.0120688434025072;0.0004485681233326;0.0028897230682059;0.0333545812970701;0.0369006303562575;0.0003588544986661;0.0003305238803503;0.0002313667162452
44;Wie Frauen werden;Dohm, Hedwig;1894;f;31430;0.0002863506204263;0.0001590836780146;0.0012090359529112;0.0015272033089405;0.0001909004136175;0.000859051861279;3.181673560292714e-05;0.0009863188036907;0.0001590836780146;0.0002863506204263;0.0001272669424117;6.363347120585428e-05;9.545020680878142e-05;0.001718103722558;0.026598790964047;0.0002227171492204;0.0003181673560292;0.0001590836780146;0.0005408845052497;0.0002863506204263;0.0001590836780146;0.0009545020680878;0.0018771874005727;0.0020680878141902;0.0019408208717785;0.0029589564110722;6.363347120585428e-05;0.0183900731784918;0.0026726057906458;0.0005408845052497;0.0003181673560292;0.0134584791600381;0.0003181673560292;0.0009863188036907;0.0345847916003817;0.0449888641425389;0.0002863506204263;0.0006681514476614;0.0006999681832643
45;Sibilla Dalmar;Dohm, Hedwig;1896;f;80334;0.0001369283242462;0.0001493763537232;0.0020414768342171;0.0012821470361241;0.0002987527074464;0.0008962581223392;0.0001244802947693;0.0013319391540319;2.48960589538676e-05;0.0006348495033236;0.0002365125600617;3.7344088430801405e-05;9.95842358154704e-05;0.0016680359499091;0.0235267757114048;0.0005228172380312;0.0004730251201234;0.0002365125600617;0.0002987527074464;0.0002738566484925;0.0002116165011078;0.0005850573854158;0.0016555879204321;0.0025145019543406;0.0019667886573555;0.002253093335325;8.71362063385366e-05;0.0166679114696143;0.0021037169816018;0.0002987527074464;0.0002489605895386;0.0101700400826549;0.0007842258570468;0.0013941793014165;0.0327881096422436;0.0401946871810192;0.0007717778275698;0.0006472975328005;0.0005103692085542
46;Schicksale einer Seele;Dohm, Hedwig;1899;f;87609;0.0001826296385074;9.131481925372963e-05;0.0022372130717163;0.0015637662797201;0.0005707176203358;0.0011300208882649;0.0002282870481343;0.0013811366412126;6.848611444029723e-05;0.0012327500599253;0.0003310162197947;2.282870481343241e-05;0.000159800933694;0.0015523519273134;0.0229200196326861;0.0005136458583022;0.0004223310390484;0.0001940439909141;0.0005250602107089;0.0003424305722014;0.0005022315058955;0.000479402801082;0.0014267940508395;0.0031846043214738;0.0019176112043283;0.0024312570626305;4.565740962686482e-05;0.0178063897544772;0.0031047038546268;0.0003081875149813;0.000159800933694;0.0093026972114737;0.0009816343069775;0.002853588101679;0.0370167448549806;0.0407264093871634;0.0005364745631156;0.0006392037347761;0.0003880879818283
47;Christa Ruland;Dohm, Hedwig;1902;f;63343;0.000252593025275;1.57870640796931e-05;0.0016260676002083;0.0018155123691647;0.000457824858311;0.000820927332144;0.0001105094485578;0.0013261133826942;4.73611922390793e-05;0.0005841213709486;0.0001578706407969;6.31482563187724e-05;0.0001894447689563;0.0019575959458819;0.0207126280725573;0.0005683343068689;0.0003157412815938;0.0001736577048766;0.0004420377942314;0.000252593025275;0.000205231833036;0.0004736119223907;0.0016102805361286;0.0024943561245915;0.0014050487030926;0.0022259760352367;0.0001736577048766;0.016923732693431;0.0027627362139462;0.0003788895379126;0.0003631024738329;0.0106878423819522;0.0006946308195064;0.0017365770487662;0.0341632066684558;0.0376363607659883;0.0008051402680643;0.0008367143962237;0.000410463666072
48;Großstadt;Duncker, Dora;1900;f;71647;8.374391111979566e-05;0.0002651890518793;0.0008653537482378;0.0009211830223177;8.374391111979566e-05;0.0004605915111588;5.5829274079863775e-05;0.0011026281630773;8.374391111979566e-05;0.0004605915111588;0.0;0.0;4.187195555989783e-05;0.0016748782223959;0.0231133194690636;0.0006978659259982;0.0001535305037196;0.0001395731851996;0.0003349756444791;0.0001954024592795;0.0001535305037196;0.0003489329629991;0.0015213477186762;0.0018144514075955;0.0019958965483551;0.0034055857188716;0.0001395731851996;0.0162184041202004;0.0036428601337111;0.0003349756444791;0.0001395731851996;0.0102586291121749;0.000390804918559;0.0015632196742361;0.0299244909068069;0.039331723589264;0.0005164207852387;0.000390804918559;0.0002931036889192
49;Bozena;Ebner-Eschenbach, Marie von;1876;f;62698;4.784841621742321e-05;0.000271141025232;0.0013078567099429;0.0010526651567833;0.0003189894414494;0.0005422820504641;3.1898944144948805e-05;0.0011324125171456;1.5949472072474403e-05;0.0003189894414494;6.379788828989761e-05;3.1898944144948805e-05;4.784841621742321e-05;0.0011802609333631;0.0276244856295256;0.0008453220198411;0.0004944336342467;0.0001116463045073;0.0003189894414494;0.002121279785639;0.000303039969377;0.0002870904973045;0.002121279785639;0.0012759577657979;0.0020734313694216;0.0067625761587291;0.0001275957765797;0.0167150467319531;0.0034450859676544;0.0004146862738843;0.0001754441927972;0.0132380618201537;0.0004306357459568;0.0024083702829436;0.0365561899901113;0.0443395323614788;0.0003349389135219;0.0004465852180292;0.0004944336342467
50;Lotti, die Uhrmacherin;Ebner-Eschenbach, Marie von;1880;f;33548;5.961607249314415e-05;5.961607249314415e-05;0.00104328126863;0.0006557767974245;0.0006557767974245;0.000834625014904;0.0;0.0011923214498628;2.9808036246572075e-05;0.0001788482174794;5.961607249314415e-05;8.942410873971622e-05;2.9808036246572075e-05;0.0014307857398354;0.0295695719565995;0.000625968761178;0.0003278883987122;0.0001490401812328;0.0002980803624657;0.0001788482174794;0.0001490401812328;0.000208656253726;0.0014009777035888;0.001251937522356;0.0027721473709312;0.0063193036842732;2.9808036246572075e-05;0.0155896029569571;0.003547156313342;0.0004769285799451;0.0001490401812328;0.010373196613807;0.0005067366161917;0.0014009777035888;0.0301657326815309;0.0451591749135567;0.0003576964349588;0.0002384642899725;0.0002384642899725
51;Das Gemeindekind;Ebner-Eschenbach, Marie von;1887;f;63884;6.261348694508798e-05;0.0002504539477803;0.0007357084716047;0.0013618433410556;3.130674347254399e-05;0.0004852545238244;0.0;0.0012522697389017;0.0;0.0006887483563959;3.130674347254399e-05;1.5653371736271994e-05;6.261348694508798e-05;0.0016592574040448;0.0229165362219022;0.0009861624193851;0.0003287208064617;0.000234800576044;0.0001565337173627;0.0002034938325715;0.0008609354454949;0.0002974140629891;0.0016905641475173;0.0012835764823743;0.0018157911214075;0.0060265481184647;9.392023041763196e-05;0.014448062112579;0.0044612109448375;0.0004226410368793;0.0002504539477803;0.0136497401540291;0.0005478680107695;0.0034124350385072;0.0373332915910086;0.0373645983344812;0.0003443741781979;0.0004852545238244;0.0007200550998685
52;Ein kleiner Roman;Ebner-Eschenbach, Marie von;1889;f;26368;0.0;3.7924757281553395e-05;0.0009101941747572;0.0007964199029126;0.0001516990291262;0.0005688713592233;0.0;0.0010618932038834;0.0;0.0004550970873786;7.584951456310679e-05;3.7924757281553395e-05;0.0;0.0011756674757281;0.0285952669902912;0.0009101941747572;0.0006067961165048;0.0001137742718446;0.0005309466019417;0.0002654733009708;0.0001896237864077;0.0001137742718446;0.0026926577669902;0.0008343446601941;0.0019341626213592;0.0054611650485436;0.0;0.0151699029126213;0.0045130461165048;0.0004550970873786;0.0003033980582524;0.0112257281553398;0.0002275485436893;0.0026926577669902;0.0328807645631068;0.0437651699029126;0.0003033980582524;0.0001896237864077;0.0005688713592233
53;Unsühnbar;Ebner-Eschenbach, Marie von;1890;f;57988;0.0;5.1734841691384426e-05;0.0006208181002966;0.0008794923087535;0.0002414292612264;0.000638063047527;3.4489894460922946e-05;0.0011209215699799;0.0;0.0003276539973787;5.1734841691384426e-05;8.622473615230737e-05;8.622473615230737e-05;0.0018796992481203;0.0293681451334758;0.0007932675726012;0.0003104090501483;0.0001034696833827;0.0003793888390701;0.0002586742084569;0.0004656135752224;0.0002586742084569;0.0014313306201283;0.0011036766227495;0.0018107194591984;0.0065013451058839;3.4489894460922946e-05;0.0181071945919845;0.0028109263985652;0.0006035731530661;0.0003104090501483;0.0132096295785334;0.0001552045250741;0.0022245981927295;0.0322825412154238;0.0474753397254604;0.0002586742084569;0.0002931641029178;0.0004656135752224
54;Agave;Ebner-Eschenbach, Marie von;1903;f;42219;0.0006868945261612;0.0001421161088609;0.0007105805443046;0.0013737890523224;0.0004026623084393;0.0007105805443046;2.3686018143489894e-05;0.0015395911793268;0.0;0.0008053246168786;7.105805443046969e-05;7.105805443046969e-05;2.3686018143489894e-05;0.0020843695966271;0.0282100476088964;0.0009000686894526;0.0005921504535872;0.0001658021270044;0.0001421161088609;0.0001894881451479;0.0001894881451479;0.0002842322177218;0.0008526966531656;0.0012079869253179;0.0011843009071744;0.0055425282455766;0.0;0.0154669698476989;0.003292356521945;0.0005210923991567;4.737203628697979e-05;0.0135484023780762;0.0006632085080177;0.0031739264312276;0.0356000852696653;0.0436770174565953;0.0002842322177218;0.0004500343447263;0.0004737203628697
55;Amalie. Eine wahre Geschichte in Briefen;Ehrmann, Marianne;1788;f;118040;1.6943409013893596e-05;0.0001609623856319;0.0002287360216875;0.0004235852253473;0.0001270755676042;0.0003558115892917;0.0;0.0003812267028126;0.0;0.0001355472721111;0.0;8.471704506946798e-06;3.388681802778719e-05;0.0007963402236529;0.0351236868858014;0.000465943747882;1.6943409013893596e-05;3.388681802778719e-05;5.0830227041680784e-05;0.0002117926126736;8.471704506946798e-06;6.777363605557438e-05;0.0006777363605557;0.0002287360216875;0.0005167739749237;0.0016265672653337;1.6943409013893596e-05;0.0301931548627583;0.0008725855642155;0.0001609623856319;1.6943409013893596e-05;0.0059810233819044;5.9301931548627584e-05;0.0012453405625211;0.0133005760759064;0.0653168417485598;8.471704506946798e-06;0.0001355472721111;0.0003812267028126
