;Titel;Autor_normalisiert;Jahr;Geschlecht;all_words_count;anteil_Bilder;anteil_Taschen;anteil_Pflanzen;anteil_Kleidung;anteil_Schmuck;anteil_Gerueche;anteil_Pflanzenteile;anteil_helligkeitsspezifisch;anteil_Dekorationsgegenstaende;anteil_Gartenanlagen;anteil_Kunstobjekte;anteil_Ornamente;anteil_Muster;anteil_aussehensspezifisch;anteil_Emotionen;anteil_Wege;anteil_Stoffe;anteil_Kleidungsteile;anteil_Heimtextilien;anteil_oberflaechenspezifisch;anteil_Gruenflaechen;anteil_Aufmachung;anteil_Zimmer;anteil_Farben;anteil_Moebel;anteil_Kommunikationsverben;anteil_Holz;anteil_Charaktereigenschaften;anteil_Gebaeudeteile;anteil_formspezifisch;anteil_Waelder;anteil_Koerperteile;anteil_Haushaltsgegenstaende;anteil_Bauwerke;anteil_konkret;anteil_abstrakt;anteil_['rot', 'blau', 'grün'];anteil_['Kleid', 'Mantel', 'Hut'];anteil_['Finger', 'Ohr', 'Nase']
579;Vor Jahr und Tag;Holzamer, Wilhelm;1908;m;68223;1.4657813347404832e-05;0.0001905515735162;0.000762206294065;0.0008208375474546;0.000219867200211;0.0010993360010553;7.328906673702417e-05;0.0010846781877079;0.0;0.0003664453336851;4.39734400422145e-05;0.0;4.39734400422145e-05;0.0010407047476657;0.0154493352681646;0.0006596016006332;0.0003224718936429;0.0001172625067792;0.0002638406402532;0.000146578133474;0.0008794688008442;0.0002784984536006;0.0013631766413086;0.0014218078946982;0.0019494891752048;0.0029022470427861;5.8631253389619333e-05;0.0122099585183882;0.0026384064025328;0.0011726250677923;7.328906673702417e-05;0.0116089881711446;0.0006449437872858;0.0019055157351626;0.0312651158700145;0.0276592937865529;0.000615628160591;0.000293156266948;0.0007182328540228
580;Ein Kind unserer Zeit;Horváth, Edmund Josef von;1830;m;42889;0.00011658000886;0.000139896010632;0.0010492200797407;0.0016088041222691;0.0002331600177201;0.0010725360815127;2.3316001772016136e-05;0.0011191680850567;0.0;0.0002564760194921;0.0;0.0;4.663200354403227e-05;0.0011424840868287;0.0155984051854787;0.0005129520389843;6.99480053160484e-05;0.0001865280141761;0.0001865280141761;0.00011658000886;0.0004196880318962;0.0002098440159481;0.001515540115181;0.0019119121453053;0.0020751241577094;0.0031942922427662;4.663200354403227e-05;0.0114015248665158;0.0031010282356781;0.0003963720301242;0.0002098440159481;0.0066916925085686;0.0008626920655645;0.0025647601949217;0.0278859381193312;0.0269999300519946;0.0004196880318962;0.0002331600177201;0.0001632120124041
581;Enzio::Enzio;Huch, Friedrich;1911;m;108375;5.536332179930795e-05;0.0001753171856978;0.0007289504036908;0.0005997693194925;0.0002583621683967;0.0005444059976931;4.61361014994233e-05;0.0004521337946943;9.22722029988466e-06;0.0006182237600922;7.381776239907728e-05;0.0;0.0;0.0009227220299884;0.0241660899653979;0.000479815455594;0.0001660899653979;6.459054209919262e-05;0.0002860438292964;0.0001291810841983;0.0002675893886966;0.0002952710495963;0.0010611303344867;0.0006459054209919;0.0016147635524798;0.0055363321799307;9.22722029988466e-06;0.012392156862745;0.0024452133794694;0.0007381776239907;0.0001199538638985;0.010316032295271;0.0003690888119953;0.0015040369088811;0.0249965397923875;0.036558246828143;0.0002583621683967;0.0003506343713956;0.0006274509803921
582;Mao;Huch, Friedrich;1907;m;45806;4.366240230537484e-05;0.0001309872069161;0.0016373400864515;0.0007859232414967;0.0003274680172903;0.0002401432126795;4.366240230537484e-05;0.0023577697244902;0.0001309872069161;0.0031436929659869;6.549360345806227e-05;2.183120115268742e-05;0.0001091560057634;0.0019866393048945;0.016548050473737;0.0010478976553289;0.0001746496092214;6.549360345806227e-05;0.0006985984368859;6.549360345806227e-05;0.0004366240230537;0.0001746496092214;0.0027070689429332;0.0020957953106579;0.0024232633279483;0.0036458105924987;0.0001309872069161;0.0124437846570318;0.0101296773348469;0.0005021176265118;0.0001746496092214;0.0110247565821071;0.0002838056149849;0.0055451250927826;0.0487054097716456;0.0289918351307688;0.0004366240230537;0.0003056368161376;0.0006331048334279
583;Pitt und Fox::Pitt und Fox;Huch, Friedrich;1909;m;107479;1.8608286269875977e-05;0.0002512118646433;0.0007257231645251;0.0008559811684142;0.0001302580038891;0.0003442532959927;6.512900194456592e-05;0.000586161017501;9.304143134937989e-05;9.304143134937989e-05;3.7216572539751954e-05;0.0;5.5824858809627925e-05;0.0010327598879781;0.0233068785530196;0.0004186864410722;0.0002512118646433;0.0001674745764288;0.0002419077215083;0.0001116497176192;0.0001209538607541;0.0003349491528577;0.0016096167623442;0.0009025018840889;0.0015910084760743;0.0047265047125484;4.6520715674689936e-05;0.0141702099945105;0.0029587175169102;0.0003721657253975;8.37372882144419e-05;0.0097693502916848;0.000437294727342;0.0018050037681779;0.0255119604759999;0.0374770885475302;0.000297732580318;0.000437294727342;0.0004931195861517
584;Der Oberhof;Immermann, Karl;1839;m;116314;3.438966934332926e-05;0.0002149354333958;0.0018484447272039;0.0014443661124198;0.0005760269615007;0.0006534037175232;0.0001547535120449;0.000971508158949;0.0;0.0002579225200749;6.018192135082621e-05;3.438966934332926e-05;0.0001031690080299;0.001384184191069;0.0212012311501624;0.0011606513403373;0.0005760269615007;0.0001891431813883;0.0003610915281049;0.0002579225200749;0.0011950410096806;0.0002751173547466;0.0016421067111439;0.002046185325928;0.0015905222071289;0.0040149938958336;0.0001375586773733;0.0142029334387949;0.0029231218941829;0.0003954811974482;0.0004986502054782;0.0109015251818353;0.0010488849149715;0.0019000292312189;0.0348367350447925;0.0354041645889574;0.0007823649775607;0.0003610915281049;0.0004384682841274
585;Frau Marie Grubbe;Jacobsen, Jens Peter;1880;m;76549;0.0001175717514271;0.000222079974918;0.0017635762714078;0.0013324798495081;0.0006923669806267;0.0013847339612535;0.0002743340866634;0.0017243856875987;0.0;0.0011495904583991;2.6127055872708985e-05;3.919058380906347e-05;5.225411174541797e-05;0.0023514350285438;0.0233445244222654;0.0009797645952265;0.0004833505336451;0.0002743340866634;0.0004572234777724;0.0003527152542815;0.0004180328939633;0.0004572234777724;0.00125409868189;0.003540216070752;0.0024036891402892;0.0024820703079073;7.838116761812695e-05;0.0154280264928346;0.0038537407412245;0.0007315575644358;0.0003004611425361;0.0136775137493631;0.0009667010672902;0.0015937504082352;0.0429528798547335;0.0387725509151001;0.0010973363466537;0.0005356046453905;0.0005356046453905
586;Sechs Novellen;Jacobsen, Jens Peter;1880;m;31687;9.46760501151892e-05;0.0001262347334869;0.0035345725376337;0.0011045539180105;0.0003787042004607;0.0012307886514974;0.0002840281503455;0.0029980749203143;0.0001577934168586;0.001041436551267;3.155868337172973e-05;9.46760501151892e-05;3.155868337172973e-05;0.0019881970524189;0.0262883832486508;0.0015779341685864;0.0007258497175497;0.0002209107836021;0.000347145517089;0.0003787042004607;0.0009152018177801;0.0005680563006911;0.0016726102187016;0.0039448354214662;0.0015463754852147;0.0038817180547227;0.0003787042004607;0.0134124404329851;0.005364976173194;0.001167671284754;0.0005049389339476;0.0144854356676239;0.0003155868337172;0.0028402815034556;0.0500520718275633;0.039700823681636;0.0012623473348691;0.0002524694669738;0.0001893521002303
587;Die Pfeifer vom Dusenbach;Jensen, Wilhelm;1884;m;83191;0.0001202053106706;0.0003606159320118;0.0011058888581697;0.0011299299203038;0.0004447596494813;0.0005409238980178;0.0002644516834753;0.001730956473657;0.0;0.0001081847796035;2.4041062134125084e-05;1.2020531067062542e-05;9.616424853650034e-05;0.0017549975357911;0.0171773388948323;0.001346299479511;0.0002884927456095;6.010265533531272e-05;0.0001202053106706;0.0003365748698777;0.0003365748698777;0.0003726364630789;0.0006010265533531;0.0024882499308819;0.0008414371746943;0.0028729069250279;0.0001442463728047;0.0141722061280667;0.0027166400211561;0.0005048623048166;0.0004808212426825;0.0198338762606531;0.0006370881465543;0.0028368453318267;0.0416391196163046;0.0313495450228991;0.0007212318640237;0.0003005132766765;0.0009135603610967
588;Vor der Elbmündung;Jensen, Wilhelm;1905;m;64865;3.0833269097356046e-05;0.0001079164418407;0.0007245818237878;0.0010174978802127;0.0004162491328143;0.0003854158637169;9.249980729206814e-05;0.0009866646111153;3.0833269097356046e-05;6.166653819471209e-05;3.0833269097356046e-05;0.0;6.166653819471209e-05;0.0011099976875048;0.0093424805364988;0.0004162491328143;0.0003699992291682;0.0001541663454867;0.0002004162491328;0.0002620827873275;0.0003545825946195;0.0003237493255222;0.0010174978802127;0.0020658290295228;0.0015570800894164;0.0038849919062668;3.0833269097356046e-05;0.0077854004470824;0.0031141601788329;0.0006012487473984;0.0001849996145841;0.0143220534957218;0.0005549988437524;0.0016033299930625;0.0321899329376397;0.0171278809835812;0.0002929160564248;0.0003083326909735;0.0006629152855931
589;Nach Sonnenuntergang – Erstes Buch;Jensen, Wilhelm;1879;m;65957;4.548417908637445e-05;0.0002577436814894;0.0016222690540806;0.0015009779098503;0.0003487120396622;0.0008187152235547;0.0003487120396622;0.001743560198311;1.5161393028791486e-05;0.0010764589050441;0.0001061297512015;1.5161393028791486e-05;6.0645572115165945e-05;0.0019558197007141;0.0149491335263884;0.0006671012932668;0.0002274208954318;0.0001819367163454;0.0006064557211516;0.0001819367163454;0.0009248449747562;0.0007125854723531;0.0009703291538426;0.003199053929075;0.0012583956213896;0.0035326045757084;0.0001212911442303;0.0125233106417817;0.0038813166153706;0.0009551677608138;0.0001516139302879;0.0164955956153251;0.000288066467547;0.0027442121382112;0.0434828752065739;0.0274724441681701;0.000940006367785;0.000651939900238;0.0009551677608138
590;Nach Sonnenuntergang – Zweites Buch;Jensen, Wilhelm;1879;m;57489;0.0001043677920993;0.0001739463201655;0.0018264363617387;0.0008697316008279;0.0004174711683974;0.0005218389604967;0.0003478926403311;0.0014263598253578;0.0;0.000747969176712;1.739463201655969e-05;0.0;3.478926403311938e-05;0.0012872027692254;0.0175685783367252;0.0009914940249439;0.0002261302162152;0.0001391570561324;0.0002783141122649;0.000156551688149;0.0002609194802483;0.0003478926403311;0.0010784671850267;0.0025048270103845;0.0016003061455234;0.0036180834594444;5.218389604967907e-05;0.0099845187775052;0.0033919532432291;0.000747969176712;0.0002087355841987;0.0169771608481622;0.0009567047609107;0.0015655168814903;0.0392596844613752;0.0275530971142305;0.0009219154968776;0.0002957087442815;0.0009045208648611
591;Aus See und Sand – Erster Band;Jensen, Wilhelm;1897;m;48579;4.117005290351798e-05;0.0004734556083904;0.0024084480948558;0.0007204759258115;0.0002264352909693;0.0002470203174211;0.000164680211614;0.0011321764548467;2.058502645175899e-05;0.0004528705819386;0.0;6.175507935527697e-05;6.175507935527697e-05;0.0014615368780748;0.0153152596801086;0.0008234010580703;0.0002264352909693;2.058502645175899e-05;0.0001029251322587;0.0002470203174211;0.0004117005290351;0.0002470203174211;0.0007822310051668;0.0015644620103336;0.0014409518516231;0.0038493999464789;0.0001440951851623;0.0085839560303835;0.0026554684122769;0.0003705304761316;0.0004322855554869;0.0139772329607443;0.0004528705819386;0.0029230737561497;0.0342946540686304;0.0238992157104921;0.0003705304761316;0.0003087753967763;0.0006587208464562
592;Aus See und Sand – Zweiter Band;Jensen, Wilhelm;1897;m;48314;6.209380303845677e-05;0.0004967504243076;0.0018421161568075;0.0005795421616922;0.0005795421616922;0.0004346566212691;0.0001241876060769;0.0009314070455768;2.0697934346152255e-05;0.0005381462929999;0.0;2.0697934346152255e-05;4.139586869230451e-05;0.0007451256364614;0.0163099722647679;0.0014074595355383;8.279173738460902e-05;8.279173738460902e-05;0.000144885540423;0.000144885540423;0.0002276772778076;0.0003518648838845;0.0007244277021153;0.0016558347476921;0.0012832719294614;0.0036221385105766;8.279173738460902e-05;0.0093968621931531;0.001904209959846;0.0003932607525768;0.0005174483586538;0.0166618371486525;0.0004346566212691;0.0021525851719998;0.034669040029805;0.0257068344579211;0.0005588442273461;0.0003311669495384;0.000827917373846
593;Der Tag von Stralsund;Jensen, Wilhelm;1890;m;27094;7.381708127260648e-05;0.0;0.0003321768657267;0.0008119878939986;0.0005167195689082;0.0003321768657267;7.381708127260648e-05;0.0013287074629069;0.0;0.0;0.0001107256219089;0.0;0.0;0.001217981840998;0.0102605742968923;0.0004059939469993;0.0006274451908171;0.0001845427031815;0.0;0.0002583597844541;0.0001845427031815;0.0005905366501808;0.0004798110282719;0.0012548903816343;0.0005905366501808;0.0026943234664501;0.0001476341625452;0.0087104155901675;0.0022514209788144;0.0004798110282719;0.0003321768657267;0.0179744592898796;0.000369085406363;0.0033217686572672;0.0342511257104894;0.0189709898870598;0.0002583597844541;0.0002952683250904;0.0005167195689082
594;Auf dem Vestenstein;Jensen, Wilhelm;1912;m;45327;2.206190570741501e-05;0.0002426809627815;0.0009707238511262;0.0004853619255631;0.0005294857369779;0.0003309285856112;0.0002426809627815;0.0016767048337635;0.0;8.824762282966002e-05;0.0;0.0;6.618571712224501e-05;0.0011913429082004;0.0084055860745251;0.0010369095682485;8.824762282966002e-05;0.0001764952456593;0.0001764952456593;0.0001323714342444;6.618571712224501e-05;0.0002426809627815;0.0007942286054669;0.0017870143623006;0.0005736095483927;0.0032210382332825;6.618571712224501e-05;0.0085820813201844;0.0028018620248417;0.0003529904913186;0.0002868047741963;0.0120458005162485;0.0002426809627815;0.0032872239504048;0.0300041917620844;0.0169876673947095;0.000639795265515;8.824762282966002e-05;0.0007059809826372
595;Kristiania Bohême;Jäger, Hans;1899;m;105746;1.891324494543529e-05;0.0002553288067633;0.0011915344315624;0.0013806668810167;0.0003498950314905;0.0004160913887995;5.6739734836305866e-05;0.0014846897282166;2.8369867418152933e-05;0.0002742420517088;6.619635730902352e-05;0.0;2.8369867418152933e-05;0.0014846897282166;0.0203979346736519;0.000567397348363;0.0002269589393452;0.0002364155618179;0.0006430503281447;0.0002553288067633;7.565297978174116e-05;0.0004444612562177;0.0022033930361432;0.001238817543926;0.0049363569307586;0.004151457265523;9.456622472717643e-06;0.0142794999338036;0.0045108089194863;0.000264785429236;5.6739734836305866e-05;0.015707449927184;0.0012293609214532;0.0016170824428347;0.041259243848467;0.0346774346074556;0.0003120685415996;0.0004539178786904;0.000264785429236
596;Schwarze Diamanten;Jókai, Maurus;1877;m;152178;9.856878129558806e-05;0.0006045551919462;0.0010054015692149;0.001747953054975;0.0008542627712284;0.0004928439064779;0.0001117112854683;0.0011959678797198;1.971375625911761e-05;0.000282563839714;9.856878129558806e-05;6.571252086372537e-06;3.2856260431862685e-05;0.0011959678797198;0.0133264992311635;0.0007556939899328;0.0005454139231689;0.0001314250417274;0.0001839950584184;0.0001445675459001;0.0004337026377005;0.0003219913522322;0.001623099265334;0.00208308691138;0.0016493842736795;0.0036404736558503;5.9141268777352834e-05;0.0099751606671135;0.0037653274454914;0.0003877038730959;0.0003745613689232;0.0107571396653918;0.0008345490149693;0.0031607722535451;0.0349590610995019;0.023301659898277;0.0006111264440326;0.0005914126877735;0.0004008463772687
597;O Domina mea;Karrillon, Adam;1909;m;91840;0.0001088850174216;0.0005117595818815;0.0009472996515679;0.001905487804878;0.0004682055749128;0.0010344076655052;0.000141550522648;0.0014372822299651;0.0;0.0001742160278745;5.4442508710801394e-05;4.3554006968641115e-05;5.4442508710801394e-05;0.0017094947735191;0.016104094076655;0.0013828397212543;0.0003810975609756;0.0005662020905923;0.0007730836236933;0.0005879790940766;0.0005879790940766;0.0001633275261324;0.0019490418118466;0.0015897212543554;0.0029834494773519;0.0017966027874564;0.0002504355400696;0.0100827526132404;0.0054769163763066;0.0005335365853658;0.000413763066202;0.0166920731707317;0.0015570557491289;0.0020143728222996;0.0464939024390244;0.0261868466898954;0.000413763066202;0.0003919860627177;0.0013719512195121
598;Hubertus;Keller, Paul;1916;m;62669;0.0;0.0002074390847149;0.0021382182578308;0.0009254974548819;0.0001755253793741;0.0003670076114187;0.000127654821363;0.0009095406022116;1.5956852670379295e-05;0.0005265761381225;0.0;0.0;0.0;0.0009893248655635;0.0180950709282101;0.000718058370167;0.0002074390847149;9.574111602227576e-05;0.0001755253793741;0.0002393527900556;0.0006542309594855;0.0001436116740334;0.0010850659815857;0.0012765482136303;0.0018669517624343;0.0036222055561761;0.0002074390847149;0.0123825176722143;0.0024254416058976;0.0001595685267037;0.0017392969410713;0.0067657055322408;0.0006223172541447;0.0022658730791938;0.0270309084236225;0.0304775886004244;0.0004148781694298;0.0002712664953964;0.0001755253793741
599;Das letzte Märchen;Keller, Paul;1915;m;66526;1.5031716922706912e-05;0.0001803806030724;0.0019841866337973;0.0010071250338213;0.0008868712984397;0.0009469981661305;4.5095150768120733e-05;0.0018038060307248;0.0;0.0002104440369178;3.0063433845413825e-05;0.0;4.5095150768120733e-05;0.0016234254276523;0.0239455250578721;0.0010672519015121;0.0005411418092174;9.019030153624148e-05;0.000150317169227;0.0002856026215314;0.0007064906953672;0.0004208880738357;0.0013227910891982;0.0037128340799086;0.0016534888614977;0.0030364068183867;0.000150317169227;0.014460511679644;0.0038631512491356;0.0004509515076812;0.0007064906953672;0.0122959444427742;0.00127769593843;0.0019240597661064;0.0393981300544148;0.0384060367375161;0.0010973153353576;0.0002856026215314;0.0004509515076812
600;Der Sohn der Hagar;Keller, Paul;1910;m;63139;7.919035778203647e-05;0.0002850852880153;0.0011403411520613;0.0015046167978586;0.0001267045724512;0.0004593040751358;9.502842933844376e-05;0.0016313213703099;1.583807155640729e-05;0.000506818289805;3.167614311281458e-05;0.0;1.583807155640729e-05;0.0014254264400766;0.0297438983829328;0.0011403411520613;0.0002217330017897;0.000158380715564;0.0003167614311281;0.0003325995026845;0.0010769888658356;0.0001900568586768;0.0015679690840843;0.0022014919463406;0.0015996452271971;0.0035477280286352;3.167614311281458e-05;0.0148244349767972;0.0024232249481303;0.0003325995026845;0.0004276279320229;0.0109599455170338;0.0004434660035794;0.00264495794992;0.0333866548409065;0.0445683333597301;0.0006968751484819;0.0003642756457973;0.0003484375742409
601;Waldwinter;Keller, Paul;1902;m;79350;8.821676118462508e-05;0.0001512287334593;0.0017391304347826;0.000919974795211;0.0002772526780088;0.0007561436672967;0.0001386263390044;0.0012854442344045;2.520478890989288e-05;0.0001008191556395;0.0;0.0;1.260239445494644e-05;0.0010459987397605;0.0313421550094518;0.0011972274732199;0.0003402646502835;8.821676118462508e-05;0.0001890359168241;0.0003780718336483;0.0003024574669187;0.000214240705734;0.0022054190296156;0.0014618777567737;0.0021928166351606;0.0040201638311279;0.0001386263390044;0.0142785129174543;0.0034152488972904;0.000214240705734;0.0010586011342155;0.0094139886578449;0.0010081915563957;0.0026717076244486;0.0330308758664146;0.0456206679269061;0.0005040957781978;0.0003402646502835;0.0003528670447385
602;Bunte Herzen - Zwei Novellen::Bunte Herzen;Keyserling, Eduard von;1909;m;26628;3.755445395823945e-05;0.0;0.0027039206849932;0.0021406038756196;0.0001502178158329;0.0023283761454108;0.0;0.0029668018627009;7.51089079164789e-05;0.0031545741324921;3.755445395823945e-05;0.0;3.755445395823945e-05;0.0022157127835361;0.0254243653297281;0.0018777226979119;0.0003755445395823;0.0001502178158329;0.0009764158029142;0.0003379900856241;0.0018401682439537;0.0004506534474988;0.0024034850533273;0.005032296830404;0.0030419107706173;0.0066095838966501;0.0;0.0179510289920384;0.0058584948174853;0.0008261979870812;0.0003755445395823;0.0190025537028691;0.0008261979870812;0.001577287066246;0.0608006609583896;0.0433753943217665;0.001427069250413;0.0010139702568724;0.0007510890791647
603;Fräulein Rosa Herz;Keyserling, Eduard von;1887;m;95920;4.170141784820684e-05;0.0003023352793994;0.0013865721434528;0.0028461217681401;0.0001772310258548;0.0014699749791492;0.000208507089241;0.0021684737281067;4.170141784820684e-05;0.0005629691409507;3.127606338615513e-05;3.127606338615513e-05;0.0001355296080066;0.0023144286905754;0.0240721434528774;0.0006359466221851;0.0007923269391159;0.0002919099249374;0.0011676396997497;0.0004274395329441;0.0006046705587989;0.0007402001668056;0.003440366972477;0.0038052543786488;0.0037114261884904;0.0056401167639699;0.0001980817347789;0.0186196830692243;0.0063907422852376;0.0009278565471226;0.0001459549624687;0.0192973311092577;0.0010008340283569;0.0017410341951626;0.0570371142618849;0.0426918265221017;0.0012406171809841;0.0014386989157631;0.0009070058381984
604;Die dritte Stiege;Keyserling, Eduard von;1892;m;74648;8.037723716643446e-05;0.0002545279176937;0.0008975458150251;0.002344336084021;0.0002277355053048;0.0010047154645804;9.37734433608402e-05;0.0022371664344657;2.6792412388811488e-05;0.0001741506805272;2.6792412388811488e-05;2.6792412388811488e-05;4.018861858321723e-05;0.0023577322902154;0.023014682241989;0.0005090558353874;0.0005492444539706;0.0002411317114993;0.0007099989283035;0.0005492444539706;0.0002947165362769;0.0011386775265244;0.002906976744186;0.002839995713214;0.0035767870539063;0.0061890472618154;5.3584824777622976e-05;0.0166514842996463;0.0049298038795413;0.0008037723716643;9.37734433608402e-05;0.0168792198049512;0.0009243382274139;0.0013262244132461;0.0481191726503054;0.0396661665416354;0.0005224520415818;0.0007501875468867;0.0004688672168042
605;Schnee;Kielland, Alexander Lange;1889;m;36304;0.000110180696342;8.263552225650066e-05;0.0013497135301895;0.000440722785368;0.000330542089026;0.0006886293521375;8.263552225650066e-05;0.001046716615249;0.0;5.509034817100044e-05;2.754517408550022e-05;2.754517408550022e-05;8.263552225650066e-05;0.000661084178052;0.0249834728955487;0.001267078007933;0.000110180696342;8.263552225650066e-05;0.000275451740855;0.000220361392684;0.0003580872631115;0.0001928162185985;0.001322168356104;0.001211987659762;0.001707800793301;0.003470691934773;0.0003580872631115;0.0187307183781401;0.0019557073600705;0.0006886293521375;0.001322168356104;0.0060323931247245;8.263552225650066e-05;0.0023964301454385;0.0245702952842661;0.0437141912736888;0.0003029969149405;0.0001928162185985;0.000440722785368
606;Naulahka, das Staatsglück;Balestier, Rudyard Kipling und Wolcott;1900;m;85039;2.3518620868072297e-05;0.0002822234504168;0.000682040005174;0.0008231517303825;0.0014699138042545;0.0005879655217018;9.40744834722892e-05;0.0012935241477439;0.0;0.0003645386234551;2.3518620868072297e-05;1.1759310434036149e-05;0.0001411117252084;0.001634544150331;0.0169569256458801;0.0008349110408165;0.0004821317277954;0.0001528710356424;0.0004821317277954;0.0001881489669445;0.0003645386234551;0.0002234268982466;0.0007525958677783;0.0020696386363903;0.0010348193181951;0.0041157586519126;7.055586260421689e-05;0.011724032502734;0.0028692717459048;0.000352779313021;8.231517303825304e-05;0.0122061642305295;0.000329260692153;0.0024812145015816;0.0324086595562036;0.0286809581486141;0.0004821317277954;0.0001881489669445;0.0006114841425698
607;Der Kavalier auf den Knien und andere Liebesgeschichten...;Klabund;1891;m;55427;3.608349721254984e-05;0.0001443339888501;0.0004510437151568;0.000793836938676;0.0002706262290941;0.0003067097263066;3.608349721254984e-05;0.0005592942067945;0.0;0.0002345427318815;0.0;1.804174860627492e-05;0.0;0.0008479621844949;0.0328901077092391;0.0008118786872823;0.0001623757374564;0.0002345427318815;0.0003427932235192;3.608349721254984e-05;0.0001623757374564;7.216699442509968e-05;0.0010464214191639;0.0005412524581882;0.0011546719108015;0.0041676439280495;1.804174860627492e-05;0.0142890648961697;0.0020928428383278;0.0001804174860627;0.0001804174860627;0.0064950294982589;0.0005412524581882;0.0031031807602792;0.02087430313746;0.0471791726054089;0.0001443339888501;0.0003427932235192;0.0002706262290941
608;Mohammed;Klabund;1917;m;13212;7.568876778686043e-05;0.0001513775355737;0.0019679079624583;0.0009082652134423;0.001059642749016;0.0012110202845897;7.568876778686043e-05;0.0022706630336058;0.0;0.0004541326067211;0.0002270663033605;7.568876778686043e-05;0.0002270663033605;0.0018165304268846;0.0152891310929458;0.0008325764456554;0.0020435967302452;0.0;0.0007568876778686;0.0002270663033605;0.0006811989100817;0.000529821374508;0.0003784438389343;0.0049954586739327;0.0007568876778686;0.005373902512867;0.0001513775355737;0.0105207387223736;0.0028004844081138;0.0006055101422948;0.0001513775355737;0.0194520133212231;0.0008325764456554;0.0046170148349984;0.0503330305782621;0.0258098698153194;0.0009082652134423;0.0003027550711474;0.0008325764456554
609;Moreau;Klabund;1915;m;13828;7.231703789412785e-05;0.0001446340757882;0.002314145212612;0.0015909748336708;0.0004339022273647;0.0028926815157651;0.0001446340757882;0.001735608909459;0.0;0.0004339022273647;0.0001446340757882;0.0002892681515765;0.0001446340757882;0.0031096326294474;0.0149696268440844;0.0007231703789412;0.0007954874168354;0.0;0.0010124385305177;0.0004339022273647;0.0009401214926236;0.000578536303153;0.0010124385305177;0.0044113393115417;0.0015186577957766;0.0033265837431298;0.0001446340757882;0.0122938964420017;0.0028203644778709;0.0007231703789412;0.0008678044547295;0.01699450390512;0.0010847555684119;0.0015186577957766;0.0490309516922186;0.0272635232860862;0.0012293896442001;0.0008678044547295;0.0001446340757882
610;Das Rätsel von Grünweide;Klemm, Johanna;1900;f;86150;3.482298316889147e-05;0.0002669762042948;0.0008589669181659;0.0006732443412652;8.125362739408009e-05;0.0006035983749274;4.6430644225188625e-05;0.0004643064422518;2.3215322112594312e-05;0.0005455600696459;0.0;0.0;4.6430644225188625e-05;0.0011607661056297;0.0191874637260592;0.0006616366802089;0.0001508995937318;5.803830528148578e-05;0.0002553685432385;6.964596633778293e-05;0.0006152060359837;0.0002437608821822;0.0015670342426001;0.0008937899013348;0.0018340104468949;0.0049564712710388;0.0001392919326755;0.0155426581543818;0.0019500870574579;0.0002321532211259;0.0002553685432385;0.005664538595473;0.0005571677307022;0.0025885084155542;0.022542077771329;0.034730121880441;0.0003714451538015;0.0002553685432385;0.000197330237957
611;Der Faust der Morgenländer;Klinger, Friedrich Maximilian;1795;m;58849;0.0001189484953015;0.0;0.0006457204030654;0.000237896990603;0.0003228602015327;0.0005777498343217;0.0001359411374874;0.001529337796734;0.0;0.0002718822749749;0.0;0.0;3.3985284371866984e-05;0.0010365511733419;0.0399327091369437;0.0005437645499498;0.0001359411374874;0.0001529337796734;0.0001529337796734;0.0001019558531156;0.0001699264218593;1.6992642185933492e-05;0.0002718822749749;0.0004078234124624;0.000254889632789;0.0032625872996992;1.6992642185933492e-05;0.0152254073985964;0.0008496321092966;0.0002718822749749;8.496321092966746e-05;0.0080035344695746;3.3985284371866984e-05;0.0009345953202263;0.0173155023874662;0.0551581165355401;1.6992642185933492e-05;1.6992642185933492e-05;0.0004588013390202
612;Geschichte Giafars des Barmeciden - Band 1;Klinger, Friedrich Maximilian;1791;m;51170;0.0;3.908540160250147e-05;0.000547195622435;0.0006058237248387;0.0003517686144225;0.0006058237248387;7.817080320500293e-05;0.0015438733632988;0.0;0.0004299394176275;1.9542700801250737e-05;0.0;1.9542700801250737e-05;0.0008012507328512;0.0339261285909712;0.0007621653312487;0.00015634160641;3.908540160250147e-05;1.9542700801250737e-05;0.0001758843072112;0.00015634160641;1.9542700801250737e-05;0.0005667383232362;0.0003713113152237;0.000547195622435;0.0030291186241938;1.9542700801250737e-05;0.0157123314442055;0.0009575923392612;0.00046902481923;0.0002735978112175;0.0069962868868477;5.86281024037522e-05;0.001485245260895;0.0181160836427594;0.0496384600351768;0.0;9.771350400625366e-05;0.0003713113152237
613;Geschichte Giafars des Barmeciden - Band 2;Klinger, Friedrich Maximilian;1791;m;35130;0.0001423284941645;0.0;0.0005693139766581;0.0003985197836606;0.0003985197836606;0.0003985197836606;0.0001707941929974;0.0017364076288072;0.0;0.0001707941929974;0.0;0.0;0.0;0.0007401081696555;0.0476515798462852;0.0004554511813265;0.0002277255906632;5.6931397665812695e-05;0.0001138627953316;5.6931397665812695e-05;0.0001707941929974;0.0001138627953316;0.0006547110731568;0.000284656988329;0.0005123825789923;0.0032450896669513;0.0;0.0159977227440933;0.0008539709649871;0.000284656988329;2.8465698832906347e-05;0.010617705664674;5.6931397665812695e-05;0.0012524907486478;0.0204668374608596;0.0636493025903786;0.0;2.8465698832906347e-05;0.0003985197836606
