;filename;Titel;Autor_normalisiert;Jahr;all_words_count;anteil_abstrakt;ant_narr_abstrakt;ant_narr_konkret;ant_dir_rede;ant_ind_rede;ant_rep;ant_free;abstconc_narr
659;k00200001401;Der letzte Tod des Gautama Buddha;Mauthner, Fritz;1912;25536;0.02921365914786968;0.00917484466639568;0.012368619708495442;0.3030625832223702;0.05785619174434088;0.12490013315579228;0.0;13.510.153.881.888.400
660;k00200001404;Der Mir von Dschinnistan;May, Karl;1916;162523;0.022870609083022096;0.008527850775493378;0.013435873653836245;0.5428194070620254;0.07689883233443062;0.08517855177451147;0.0;12.648.961.328.386.900
661;k00200001407;Der Scout;May, Karl;1889;105263;0.020805031207546808;0.008107352530053118;0.015615639602220536;0.5319107004903275;0.08562599523862077;0.0779084616961231;0.0;12.968.589.999.600.600
662;k00200001410;Im Todesthale;May, Karl;1867;150642;0.01913145072423361;0.007796162146788684;0.016796881535141285;0.6350437442971392;0.07300198593741614;0.07767698996296495;0.0;13.117.244.240.710.700
663;k00200001411;Scepter und Hammer;May, Karl;1879;182662;0.02352432361410693;0.008908461780434099;0.02330292544825417;0.6139390869151287;0.05813557397524696;0.0738223965202505;0.0;14.010.233.406.731.800
664;k00200001412;Lopez Jordan::Lopez Jordan;May, Karl;1889;132713;0.0225147498737878;0.009460276591179512;0.019954356603663174;0.6404778370042166;0.08034736204353653;0.08520651395629211;0.0;12.847.307.429.730.500
665;k00200001413;Der Schatz der Inkas::Lopez Jordan;May, Karl;1890;182499;0.02009874026706996;0.008371989357404543;0.015601710616128268;0.6308713456031261;0.07443059656885923;0.08193788975029218;0.0;13.029.418.418.376.800
666;k00200001414;Der Schatz im Silbersee::Der Schatz im Silbersee;May, Karl;1891;191443;0.01920153779453937;0.007663972168218561;0.015440499334902281;0.527406844885108;0.0647371519748799;0.06817154022713892;0.0;13.698.473.447.252.700
667;k00200001415;Die Liebe des Ulanen 1;May, Karl;1885;153904;0.028992098970786983;0.011057578390332517;0.024023905431377196;0.531928999476871;0.0736472452853643;0.07715376368034225;0.0;13.225.870.389.384.800
668;k00200001416;Die Liebe des Ulanen;May, Karl;1885;124509;0.03194146607875736;0.011686428388637721;0.018595922545423527;0.6690442667791375;0.0708814280486519;0.08659839853126337;0.0;12.853.332.124.882.700
669;k00200001417;Die Liebe des Ulanen;May, Karl;1885;141256;0.02973325026901512;0.01115912012569633;0.023121696900442794;0.632632996106341;0.07915803116044445;0.08472199721801697;0.0;13.085.842.736.751.800
670;k00200001418;Die Liebe des Ulanen;May, Karl;1885;125506;0.02748872563861489;0.010239686195808343;0.026386006522383636;0.697230298393267;0.06650344299923489;0.08602907421576128;0.0;13.285.621.792.971.300
671;k00200001419;Die Liebe des Ulanen;May, Karl;1885;135185;0.02422606058364464;0.008842811404177467;0.023457408577091457;0.7131115698810158;0.05728889184869473;0.08075275261942816;0.0;13.179.473.351.773.900
672;k00200001421;Zwei Kaiserkronen;Meding, Oskar;1875;195344;0.04266831845359981;0.01488427938558357;0.028826646793359004;0.5438199855239069;0.08857665942862009;0.07575254396048878;0.0;1.502.082.329.317.280
673;k00200001422;Die Römerfahrt der Epigonen;Meding, Oskar;1874;118014;0.04145270900062704;0.015924279730118632;0.030025900936910432;0.5049914657410463;0.08091051219897015;0.0829185731292761;0.0;1.522.359.335.529.070
674;k00200001423;Europäische Minen und Gegenminen;Meding, Oskar;1873;254221;0.04323403652727352;0.015464742307630766;0.030793478086948173;0.5582911287410833;0.07534048290510716;0.07027267907270249;0.0;15.409.690.545.145.900
675;k00200001424;Der Todesgruß der Legionen;Meding, Oskar;1874;178083;0.03957705115030631;0.016089988317897704;0.026627967193766335;0.5492446472180679;0.11221910910020257;0.08785945516157734;0.0;14.508.610.431.997.300
676;k00200001425;Palle;Meding, Oskar;1895;104487;0.04739345564519988;0.013920337080863966;0.03205418496131052;0.5296583813301237;0.08279951208872877;0.074584184889291;0.0;15.323.848.471.125.700
677;k00200001426;Die Saxoborussen;Meding, Oskar;1885;166362;0.04796768492804847;0.015747960517420112;0.024104205165186823;0.34629826136641906;0.06068382172883846;0.07731511713329524;0.0;1.589.043.493.937.880
678;k00200001427;Das Blinkfeuer von Brüsterort;Megede, Johannes Richard zur;1901;44177;0.04740023088937682;0.016665380757657586;0.03163336162333153;0.44848462610992884;0.03509576575915462;0.06964115359213327;0.0;14.601.995.602.191.000
679;k00200001428;Félicie;Megede, Johannes Richard zur;1900;99324;0.05414602714349;0.017484065155807367;0.019874291784702548;0.5746951852128516;0.0459234912809276;0.08070848169451292;0.0;14.194.462.420.325.600
680;k00200001429;Modeste;Megede, Johannes Richard zur;1905;95829;0.042554967702887435;0.01683213511354559;0.027521016394689794;0.49167846283996014;0.0367370528273124;0.068540652823962;0.0;14.647.340.332.458.400
681;k00200001430;Der Ueberkater;Megede, Johannes Richard zur;1905;90141;0.03974883793168482;0.015680810142481454;0.016426580837618245;0.45465846576308294;0.06762962344493613;0.07271344150362269;0.0;14.370.742.041.841.700
682;k00200001431;Der Ueberkater;Megede, Johannes Richard zur;1905;81935;0.0482577653017636;0.015648374611165198;0.015102224966162467;0.4989341400032483;0.06539304856261166;0.08126928699041741;0.0;140.033.023.057.012
683;k00200001433;Die Bernsteinhexe Maria Schweidler::Die Bernsteinhexe Maria Schweidler;Meinhold, Wilhelm;1841;64454;0.02456015142582307;0.008203997094978079;0.013153293703096;0.324580946318693;0.18775196265648206;0.08442075111394017;0.0;12.409.426.527.153.900
684;k00200001445;Richard Feverel;Meredith, George;1859;180552;0.04435287341043023;0.01637839118587845;0.016052600402795877;0.3998203340153986;0.10991384199374798;0.09490084343198327;0.0;13.885.419.973.937.400
685;k00200001447;Heidenstamm;Meyer-Förster, Wilhelm;1901;53395;0.035022005805787064;0.011503241593299867;0.02288035115158548;0.26978103530059827;0.029103484155279788;0.0706164980949612;0.0;15.172.202.769.859.400
686;k00200001453;Das grüne Gesicht;Meyrink, Gustav;1916;72972;0.02610590363427068;0.011087892873896542;0.024372041451661053;0.35387474656454154;0.10384095517008335;0.07072538860103626;0.0;14.386.300.695.125.600
687;k00200001458;Walpurgisnacht;Meyrink, Gustav;1917;49692;0.02718747484504548;0.01212501021770524;0.028337102531266176;0.3216625651187318;0.07695995397743616;0.06085205663332161;0.0;14.583.166.398.735.800
688;k00200001495;Die Familie Melville;Möllhausen, Balduin;1889;109683;0.04158347237037645;0.018194027986006996;0.022754247876061968;0.45199467579387714;0.06290169233694619;0.06453698421753185;0.0;14.482.468.453.273.600
689;k00200001496;Das Mormonenmädchen. Band I;Möllhausen, Balduin;1864;55913;0.031137660293670526;0.013144982180672485;0.018025928412788595;0.30434650502104127;0.08305607462437142;0.07892378044148701;0.0;14.456.190.537.678.800
690;k00200001497;Das Mormonenmädchen. Band II;Möllhausen, Balduin;1864;59919;0.037700896209883344;0.016781472347421833;0.014825523712333815;0.3946987274133446;0.0975321662096604;0.09781340082964213;0.0;14.390.286.305.524.600
691;k00200001500;Der Piratenlieutenant - Teil 1;Möllhausen, Balduin;1869;111872;0.04327266876430206;0.018916766228594187;0.02660601047697822;0.4262694763058596;0.07961561255185555;0.08432668432068295;0.0;14.467.937.076.862.100
692;k00200001501;Der Piratenlieutenant – Teil 2;Möllhausen, Balduin;1869;109841;0.042998516036816856;0.01630567748434914;0.015787580053248904;0.3885004840122309;0.07259415190301317;0.07451483535901415;0.0;14.372.799.165.288.000
693;k00200001502;Der Schatz von Quivira;Möllhausen, Balduin;1879;161737;0.038494593073941034;0.01708392464440087;0.02258718001494979;0.44342313624148266;0.06602912275815112;0.07741825665784628;0.0;1.372.096.079.472.240
694;k00200001503;Der Vaquero;Möllhausen, Balduin;1905;77793;0.037676911804403995;0.01787098441133408;0.015158039789854449;0.41788900979325355;0.07052230685527748;0.07108813928182807;0.0;14.121.159.030.229.800
695;k00200001505;Afraja König von Lappland;Mügge, Theodor;1854;72631;0.039363357244151936;0.014233790596787432;0.021807949349278932;0.4434500237604942;0.06096263945147202;0.07183589418659908;0.0;14.700.444.366.279.500
696;k00200001506;Afraja;Mügge, Theodor;1854;190856;0.03717986335247517;0.012761689111349462;0.020587534262900727;0.4783688824218334;0.07087340738900522;0.07650299889981191;0.0;1.361.053.390.537.490
697;k00200001508;Erich Randal;Mügge, Theodor;1856;271446;0.040041113149576715;0.013622528686095998;0.017137585519581965;0.4676938944539076;0.07174133862574425;0.07448547451985435;0.0;13.473.834.576.846.600
698;k00200001511;Frau Doktor Breuer;Mühlau, Helene von;1920;76233;0.0439442236301864;0.016117307933324977;0.028274219827045997;0.3950641745371288;0.08973427558725755;0.0910111617462519;0.0;15.012.688.557.463.200
699;k00200001516;Der große Schwabenzug;Müller-Guttenbrunn, Adam;1913;84472;0.02205464532626196;0.008686465547599484;0.013247698422014656;0.2663223140495868;0.06384297520661157;0.08680637544273907;0.0;1.431.274.948.434.590
700;k00200001518;Der Herr der Welt;Mützelburg, Adolf;1856;91513;0.03613694229235191;0.012518943137642485;0.0193274911598691;0.48377148028107886;0.10443502590099449;0.09559821601706418;0.0;14.980.873.910.083.200
701;k00200001522;Elisabeth. I. Band;Nathusius, Marie;1858;73722;0.06552996391850466;0.022280947199336754;0.01165863516244365;0.439444276653579;0.09615965429918918;0.09009595056106684;0.0;14.165.622.830.198.500
702;k00200001523;Elisabeth – Zweiter Band;Nathusius, Marie;1858;101317;0.06901112350345942;0.023768421725648158;0.014337776925290112;0.3110915388589189;0.09675561690703839;0.10371694006656448;0.0;13.638.195.390.173.400
703;k00200001543;Das Tagebuch der Ottony von Kelchberg;Niese, Charlotte;1913;49047;0.03307032030501356;0.012449829047123532;0.021852237252861603;0.4165525035961367;0.07481676827179944;0.12333036509349955;0.0;1.437.473.056.340.110
704;k00200001545;Kajus Rungholt;Niese, Charlotte;1886;72213;0.0452134657194688;0.020074513456541987;0.027305260061767735;0.44375691371681414;0.08818445796460177;0.09860112463126844;0.0;14.813.018.285.210.000
705;k00200001573;Aus großen Höhen;Ompteda, Georg Freiherr von;1903;60628;0.03034901365705615;0.011139358419530749;0.021230763259523763;0.1746488430481102;0.053145144873447785;0.06796498608943476;0.0;14.468.935.744.920.300
706;k00200001574;Denise de Montmidi;Ompteda, Georg Freiherr von;1904;91900;0.035756256800870516;0.01232335511320468;0.026014283543534418;0.23865228671903957;0.07873111727853765;0.09604310368207418;0.0;13.895.101.200.425.700
707;k00200001575;Margret und Ossana;Ompteda, Georg Freiherr von;1911;82837;0.03155594722165216;0.010596284799531943;0.03203263395686727;0.2904713867369225;0.0519671312302283;0.08885145392397872;0.0;14.824.631.649.087.500
708;k00200001576;Maria da Caza;Ompteda, Georg Freiherr von;1897;69597;0.03804761699498541;0.01383461160686297;0.018766587950095087;0.2652175985509319;0.09260450927117594;0.10723819057152391;0.0;14.114.579.423.627.700
709;k00200001581;Der Rebell;Oppeln-Bronikowski, Friedrich von;1905;81440;0.037647347740667976;0.01344942571322712;0.0192663949610967;0.2967702055323752;0.055993406480193686;0.07603152526657395;0.0;14.602.559.281.215.400
710;k00200001585;Thomas Thyrnau – Erster Theil;Paalzow, Henriette;1788;77490;0.043089430894308944;0.01448928272063226;0.021338761824931145;0.4714291912530371;0.0853544776119403;0.07886801457827143;0.0;14.106.176.505.807.300
711;k00200001586;Thomas Thyrnau – Zweiter Theil;Paalzow, Henriette;1788;94088;0.03816639741518578;0.014167393199651265;0.02040104620749782;0.5081314540639497;0.0947158878836891;0.0880063274265503;0.0;13.664.603.312.990.200
712;k00200001587;Thomas Thyrnau – Dritter Theil;Paalzow, Henriette;1788;102071;0.044224118505745987;0.014494160276941991;0.01766475783752305;0.3758377571333776;0.10749004644990047;0.08261446582614466;0.0;1.378.460.594.001.750
713;k00200001590;Bob der Fallensteller;Pajeken, Friedrich Joachim;1890;60253;0.03153369956682655;0.0143050597070048;0.023070294226271083;0.365374922999384;0.05461443691549532;0.06356050848406787;0.0;15.611.116.828.757.300
714;k00200001591;Andrew Brown – Der rote Spion;Pajeken, Friedrich Joachim;1894;51475;0.03355026711996115;0.01575003175409628;0.01946526101867141;0.4145477382888613;0.06718304642586836;0.054268184672861076;0.0;1.510.222.532.706.700
715;k00200001610;Das verlorene Paradies;Perfall, Anton von;1896;52666;0.049177837694148026;0.016277506648353254;0.01946287150413513;0.3067689488640775;0.03969128996692393;0.09092038448996072;0.0;14.810.952.102.633.100
716;k00200001616;Liebe ist ewig;Polenz, Wilhelm von;1901;86393;0.04155429259314991;0.01464381730523723;0.013412234721617278;0.12549088393213864;0.09206692587287202;0.09009851784722425;0.0;14.075.645.604.602.200
717;k00200001618;Der Pfarrer von Breitendorf Erster Band;Polenz, Wilhelm von;1895;65844;0.02944839317173926;0.01151643690349947;0.02381760339342524;0.24763171225937183;0.07872340425531915;0.10184903748733536;0.0;13.587.671.686.108.000
718;k00200001619;Der Pfarrer von Breitendorf Zweiter Band;Polenz, Wilhelm von;1895;65271;0.033230684377441734;0.013164631024647116;0.018771788683293107;0.3171983634948922;0.07570091112170879;0.11262267513365629;0.0;13.196.695.433.823.200
719;k00200001620;Wurzellocker - Erster Band;Polenz, Wilhelm von;1902;59724;0.04018485031143259;0.01416308084848747;0.013903604558133501;0.1546926025841261;0.09221922476217521;0.0891949453357944;0.0;14.141.459.337.903.100
720;k00200001621;Wurzellocker Zweiter Band;Polenz, Wilhelm von;1902;59308;0.0375160180751332;0.014203445605884631;0.015074525745257453;0.16704128375110253;0.11729308333570433;0.10349389706091558;0.0;14.244.953.300.425.900
721;k00200001622;Siebenquellen;Ponten, Josef;1908;55672;0.032493892800689754;0.01327881007481969;0.019862044172826745;0.2544324920289639;0.04374385410769093;0.059507136684644954;0.0;14.543.273.642.348.300
722;k00200001623;Der babylonische Turm;Ponten, Josef;1918;104933;0.03297342113539115;0.012321767841661594;0.02838802501245089;0.5335221196282517;0.047944689632318606;0.07645844944192562;0.0;14.972.802.833.268.800
723;k00200001626;Der Rubin der Herzogin;Presber, Rudolf;1915;101072;0.03560827924647776;0.01491093737406303;0.025888611267832675;0.3385734818541143;0.09255055041975631;0.08817332505798191;0.0;15.633.125.654.872.500
724;k00200001628;Yoshiwara - Vom Freudenhaus des Lebens;Preuschen, Hermione von;1920;28784;0.034880489160644804;0.011515545987082562;0.01962649576928854;0.2677920746982464;0.047938966066955135;0.06558870416761557;0.0;14.160.252.841.335.800
725;k00200001649;1812 – Ein historischer Roman;Rellstab, Ludwig;1812;362019;0.04582079946080178;0.015840733314236608;0.01999017882718828;0.35395292279097296;0.059722678157784016;0.06224021305419289;0.0;14.372.922.453.656.900
726;k00200001656;Die Abenteurer;Retcliffe, Sir John;1880;132834;0.033033711248626106;0.013572269331475654;0.022063945807009537;0.40205082761021615;0.08245719530335159;0.06395543880748172;0.0;15.547.501.141.031.600
727;k00200001657;Garibaldi;Retcliffe, Sir John;1860;71809;0.026584411424751767;0.010378631528814098;0.024230036513732338;0.37028729487239087;0.04704569755009065;0.0415485100646181;0.0;1.546.081.223.210.020
728;k00200001661;Magenta und Solferino - Band 1;Retcliffe, Sir John;1864;103634;0.030434027442731163;0.011089599891311731;0.023656680932001902;0.4382608412235386;0.08813128432443003;0.07593338004986719;0.0;14.734.213.029.006.000
729;k00200001662;Magenta und Solferino - Band 2;Retcliffe, Sir John;1865;101302;0.03176640145308088;0.011898965900017527;0.02541432160314709;0.49698748268314874;0.09818757121426991;0.08277659827364314;0.0;14.856.018.617.694.500
730;k00200001663;Magenta und Solferino - Band 3;Retcliffe, Sir John;1865;103654;0.028672313658903662;0.010477356991525424;0.021798861228813558;0.44585253456221197;0.07623022139151171;0.06743256743256744;0.0;14.982.864.141.949.300
731;k00200001665;Nena Sahib;Retcliffe, Sir John;1884;222548;0.032181821449754656;0.010564102564102564;0.026124542124542124;0.43218912501127177;0.0656617271333674;0.05989058883645436;0.0;1.500.216.278.388.320
732;k00200001666;Sebastopol - Erster Band;Retcliffe, Sir John;1856;210619;0.027523632720694715;0.010360866785706413;0.02443254046983959;0.3892286822627859;0.07244341845355673;0.0691631563499052;0.0;14.825.036.997.847.100
733;k00200001667;Sewastopol - Zweiter Band;Retcliffe, Sir John;1860;102774;0.0258431120711464;0.009745669001105788;0.01927018061186878;0.35565276738506574;0.07371744797020055;0.07532911777523785;0.0;15.057.840.914.117.300
734;k00200001669;Abenteuer in Sibirien;Retcliffe, Sir John;1870;61723;0.027947442606483804;0.009049435345149952;0.019320419814025377;0.35548767788962166;0.08733078792086081;0.0657688302672683;0.0;14.675.713.858.350.100
735;k00200001670;Solferino;Retcliffe, Sir John;1864;101868;0.030873286998861268;0.010271777450163451;0.02241843471572335;0.4140425915456028;0.07595683488606475;0.06860696639708955;0.0;15.010.545.157.361.800
736;k00200001671;Die Abenteurer der Sonora;Retcliffe, Sir John;1919;79265;0.03362139658108875;0.0140625;0.02255345394736842;0.4078489448352462;0.08872904215369969;0.07350716665785159;0.0;15.388.182.565.789.400
737;k00200001681;Dörchläuchting;Reuter, Fritz;1866;83154;0.017593861991004642;0.006439291508923742;0.008923742563547863;0.43245788232222937;0.004913340605450359;0.025172712779347187;0.0;0.7626770382639557
