;filename;Titel;Autor_normalisiert;Jahr;all_words_count;anteil_abstrakt;ant_narr_abstrakt;ant_narr_konkret;ant_dir_rede;ant_ind_rede;ant_rep;ant_free;abstconc_narr
531;k00200000799;Jürnjakob Swehn der Amerikafahrer;Gillhoff, Johannes;1917;74150;0.018354686446392446;0.0064096370019647644;0.01948658485521951;0.6002508139949607;0.04138430916851709;0.08817607602655407;0.0;1.408.197.668.051.670
532;k00200000829;Lemkes sel. Wwe.;Graeser, Erdmann;1907;85024;0.017642077531050057;0.012230284972848287;0.023090970253255804;0.5560722125992275;0.03823673802091535;0.040821052436573135;0.0;16.580.771.781.440.500
533;k00200000862;Meister Jakob und seine Kinder;Guttenbrunn;1918;85108;0.022019081637448888;0.008789215226298833;0.016468049169559913;0.19101034680594292;0.05478069915128495;0.09753298909925416;0.0;14.552.056.707.641.500
534;k00200000865;Hohenschwangau;Gutzkow, Karl;1867;221475;0.030211084772547688;0.010127407255951848;0.014331718911735012;0.2466925326350796;0.09301045469314424;0.09779629594235584;0.0;15.204.423.153.105.700
535;k00200000877;Die Heilige und ihr Narr;Günther, Agnes;1913;105946;0.032110697902705154;0.010368743900738879;0.030897114178168133;0.4885838681184682;0.05659212243908921;0.07193609154791962;0.0;15.298.851.421.999.400
536;k00200000878;Die Heilige und ihr Narr;Günther, Agnes;1913;117881;0.034466962445177766;0.011333789656325114;0.032361789847344044;0.5067681658968168;0.05173111542164977;0.06784214125232002;0.0;15.370.746.247.273.900
537;k00200000881;Der Augenblick des Glücks – Aus den Memoiren eines fürstlichen Hofes;Hackländer, Friedrich Wilhelm;1857;96797;0.04793536989782742;0.013454475832419543;0.02750073973508781;0.4133291078525421;0.08351034671782924;0.09110764697821022;0.0;14.621.345.969.749.400
538;k00200000882;Der letzte Bombardier;Hackländer, Friedrich Wilhelm;1870;255639;0.038225779321621516;0.012635595069654159;0.02142067732421036;0.432126822782779;0.08793893329752989;0.08211650746141579;0.0;14.591.873.165.374.900
539;k00200000885;Das Geheimniß der Stadt;Hackländer, Friedrich Wilhelm;1868;147600;0.03208672086720867;0.010340713244067348;0.026249502850324805;0.5459256060699526;0.09962371229412127;0.0912287391838314;0.0;14.242.446.418.313.500
540;k00200000886;Handel und Wandel;Hackländer, Friedrich Wilhelm;1850;100417;0.03507374249380085;0.01277118561867503;0.026932652203433667;0.37118648316662906;0.09731518387606226;0.08854963107802094;0.0;14.373.384.849.170.700
541;k00200000889;Namenlose Geschichten - Erster Band;Hackländer, Friedrich Wilhelm;1851;83332;0.031128498055968894;0.012066650600750508;0.028247323303611387;0.3003496824312614;0.08763469909979713;0.06970200532169764;0.0;14.656.701.380.521.500
542;k00200000890;Namenlose Geschichten - Zweiter Band;Hackländer, Friedrich Wilhelm;1851;72973;0.03658887533745358;0.011402082692561185;0.025528362406081112;0.3792481889224802;0.08903085962010153;0.07479322343277622;0.0;14.616.498.088.668.100
543;k00200000893;Eugen Stillfried - Erster Band;Hackländer, Friedrich Wilhelm;1852;78384;0.03565778730353133;0.014248368621659915;0.02470515455688372;0.3731702150195954;0.08060586802245524;0.0759771210676835;0.0;14.375.534.912.494.200
544;k00200000900;Peregrin;Hahn-Hahn, Ida von;1864;157150;0.05317212853961184;0.01980599712315125;0.014273595692103418;0.4903721125403429;0.07222599244688732;0.07260416612703527;0.0;1.346.867.849.371.170
545;k00200000907;Aspasia;Hamerling, Robert;1876;195374;0.03633543869706307;0.011576603926330704;0.013284760170006071;0.3684808431601227;0.08875642520841433;0.0764977754740616;0.0;13.068.196.073.669.300
546;k00200000920;Schlumski;Harder, Agnes;1916;33522;0.029115207923154945;0.012138230898138504;0.01929435209927986;0.37027619902283376;0.06628277993817927;0.05743344301525576;0.0;14.435.427.329.136.200
547;k00200000922;Das Haus der Titanen;Hart, Hans;1913;83295;0.04953478600156072;0.022854960999290897;0.03786887034309715;0.2022867550338966;0.02338358797935849;0.0458160477587777;0.0;15.396.338.569.792.100
548;k00200000930;Der Krieg um den Wald / 1;Hartmann, Moritz;1850;52303;0.0331529740167868;0.012569197443371751;0.02206295295911;0.2787946501922382;0.07494002826065525;0.0675791134040945;0.0;14.064.046.479.287.500
549;k00200000937;Der Mann im Mond;Hauff, Wilhelm;1826;80297;0.04274132283896037;0.015201688646178275;0.01938457367493561;0.2714300691968966;0.09764101488781717;0.090375340742294;0.0;1.370.386.703.847.870
550;k00200000949;Elfriede;Hausrath, Adolf;1886;82180;0.03668775857872962;0.01498996597155571;0.02305208969548905;0.2990037626569048;0.08343105364590238;0.07471270228104702;0.0;14.253.051.391.675.700
551;k00200000950;Jetta;Hausrath, Adolf;1884;133067;0.0347193519054311;0.014698594341322759;0.020555505496485854;0.3340969129264028;0.06964101124312459;0.06622723618218711;0.0;13.021.715.399.171.100
552;k00200000951;Im Reiche der Homunkuliden;Hawel, Rudolf;1910;84742;0.03360789219041325;0.014337159576862482;0.021336934503713708;0.4765143402888317;0.08327303948523525;0.08102528482813842;0.0;15.195.256.133.243.600
553;k00200000952;Dr. Thorns Lebensabend;Hawel, Rudolf;1916;93380;0.044677661169415295;0.015785801500087213;0.023460666317809176;0.40558838117946;0.0731745520680143;0.08231158140222944;0.0;16.501.457.526.600.500
554;k00200000959;Felix Notvest;Heer, Jakob Christoph;1901;75074;0.04710019447478488;0.017191601049868766;0.022028496437945255;0.3112532680647494;0.046170106246871005;0.08005785169939368;0.0;15.096.439.070.116.300
555;k00200000960;Der lange Balthasar;Heer, Jakob Christoph;1915;53932;0.04550174293554847;0.016647531572904706;0.024920645640575403;0.40447775146453946;0.07173127259130001;0.10345257385018072;0.0;14.161.803.876.544.700
556;k00200000961;Der König der Bernina;Heer, Jakob Christoph;1900;73455;0.04142672384453066;0.016161533083850804;0.01926635686967965;0.3643080804667613;0.04567367259129103;0.0790025005068595;0.0;14.036.746.720.401.200
557;k00200000963;An heiligen Wassern;Heer, Jakob Christoph;1898;92744;0.04513499525575779;0.01665821210584019;0.021894585262882297;0.3643278595293951;0.05864789933887823;0.07549584133077415;0.0;1.445.531.966.421.750
558;k00200000964;Laubgewind;Heer, Jakob Christoph;1908;77938;0.04948805460750853;0.018017019767751087;0.017662441272936796;0.321644172308223;0.05883748005691864;0.10051313009357077;0.0;14.358.573.264.781.400
559;k00200000967;Die Molkenkur;Hegner, Ulrich;1812;67197;0.04582049793889608;0.0160875616257401;0.008256080013209727;0.3065219073161926;0.0992727647832478;0.10513964463470614;0.0;13.491.183.214.209.800
560;k00200000968;Apotheker Heinrich;Heiberg, Hermann;1885;84192;0.04279503990877993;0.016287332465613678;0.02210926232103282;0.2935267420478109;0.060741813059978875;0.10574552995031104;0.0;14.764.785.239.385.200
561;k00200000969;Grevinde;Heiberg, Hermann;1898;61177;0.04019484446769212;0.014048342826786294;0.01953782132632884;0.4057506680482085;0.09614440748213994;0.11499972732726182;0.0;1.376.265.708.467.360
562;k00200000970;Todsünden;Heiberg, Hermann;1891;87981;0.03588274741137292;0.01498293722108919;0.022635946933747958;0.36499033615037707;0.10576230719672566;0.11222382233675672;0.0;14.030.740.665.953.200
563;k00200000971;Menschen untereinander;Heiberg, Hermann;1880;69150;0.045234996384671;0.014485073308602719;0.023869457692987102;0.3303730655527761;0.05621716077605295;0.09837105480484973;0.0;14.065.749.205.087.300
564;k00200000972;Eine vornehme Frau;Heiberg, Hermann;1895;59056;0.04831007856949336;0.01689522764673615;0.023971475589687333;0.3512012977931922;0.08381114871479317;0.1097250580370878;0.0;13.746.823.368.074.400
565;k00200000974;Karl der Zwölfte und seine Krieger;Heidenstam, Verner von;1898;118937;0.026509832936764843;0.009163561676299815;0.034231695917211966;0.3740332046664466;0.0604614788560605;0.067234427241028;0.0;15.091.266.441.088.600
566;k00200000982;Aus dem Leben meiner alten Freundin;Heimburg, Wilhelmine;1879;82673;0.047826980997423586;0.01440274253149904;0.029829482213614714;0.4561491279855114;0.07683533284637936;0.09031328483805444;0.0;22.137.611.637.950.500
567;k00200000983;Trudchens Heirat;Heimburg, Wilhelmine;1894;51522;0.036935677962812004;0.012480760222177608;0.04122331526467242;0.4436482592102189;0.048072279772567963;0.07829270192382584;0.0;1.535.430.502.576.460
568;k00200000985;Die verborgene Schrift;Heine, Anselma;1918;151519;0.03366574489007978;0.014957207509969978;0.02716314916879509;0.29321654743121445;0.04780405040309508;0.07168176021786586;0.0;14.684.859.165.658.200
569;k00200000991;Die Versuchung;Heun, Karl Gottlieb Samuel;1920;20421;0.037853190343274085;0.016446233467510063;0.017251293847038527;0.5521515338686432;0.09614988676137533;0.10092649783817173;0.0;13.096.515.238.642.900
570;k00200000994;Ille mihi – Erster Band;Heyking, Elisabeth von;1912;51427;0.03546775040348455;0.013028487451955686;0.015006782726656115;0.2575021201643943;0.076146519668602;0.08901428664622611;0.0;14.310.653.967.894.900
571;k00200000995;Ille mihi – Zweiter Band;Heyking, Elisabeth von;1912;45321;0.03682619536197348;0.01326175182948263;0.0141565206276164;0.20044547563805104;0.08202320185614849;0.08553132250580046;0.0;13.901.795.928.801.900
572;k00200000996;Liebe, Diplomatie und Holzhäuser;Heyking, Elisabeth von;1919;81777;0.03442288173936437;0.012423908752830698;0.02077576714520184;0.3403170662216615;0.08289918189588506;0.085361634580162;0.0;13.571.361.436.020.900
573;k00200001009;Gegen den Strom;Heyse, Paul;1907;64959;0.03634600286334457;0.011788812603118846;0.027622545106179147;0.3734540049896492;0.12524550135357504;0.07123520356706832;0.0;15.272.951.993.187.500
574;k00200001017;Marienkind;Heyse, Paul;1892;29325;0.04143222506393862;0.01324045823498935;0.02797766392262967;0.39265265788938297;0.11416281570610633;0.06359171098904293;0.0;14.976.274.250.187.000
575;k00200001022;Crone Stäudlin;Heyse, Paul;1904;72792;0.03981206726013847;0.01184711172604635;0.02821255620892425;0.34286120086638505;0.10693699771567897;0.07374924546390654;0.0;15.140.458.751.297.100
576;k00200001029;Die Hassenburg;Hille, Peter;1905;31145;0.03763043827259592;0.014132724719101125;0.020014044943820225;0.2879293636265748;0.03300312264455691;0.04869710347797997;0.0;1.414.705.231.741.560
577;k00200001032;Die Geier-Wally;Hillern, Wilhemine von;1880;56916;0.033189261367629494;0.015077834225325328;0.02648808715259855;0.3698533942876797;0.04901188036515284;0.048137691855715904;0.0;15.341.021.489.309.500
578;k00200001047;Schwarzwaldau;Holtei, Karl von;1856;84011;0.040078085012676914;0.015150551988642385;0.013052783251753438;0.3997485487530572;0.09791865159268827;0.09381292420120027;0.0;1.324.373.635.920.580
579;k00200001051;Vor Jahr und Tag;Holzamer, Wilhelm;1908;68223;0.027659293786552918;0.010674227577867656;0.019117708376766875;0.25330215966062475;0.04990599691477054;0.07502169301966834;0.0;13.680.596.255.680.900
580;k00200001053;Ein Kind unserer Zeit;Horváth, Edmund Josef von;1830;42889;0.026999930051994685;0.009724939578777764;0.01824145471285533;0.6295081349094132;0.04854551967271836;0.07088588503666836;0.0;13.794.900.448.843.400
581;k00200001065;Enzio::Enzio;Huch, Friedrich;1911;108375;0.03655824682814302;0.013502632393930007;0.01889129761536079;0.5363778805365537;0.08389956815836741;0.10779225742347233;0.0;13.215.384.535.976.100
582;k00200001066;Mao;Huch, Friedrich;1907;45806;0.028991835130768893;0.011404276603726395;0.02475928473177441;0.11795816387941567;0.07955063556617366;0.07479072821111375;0.0;1.431.089.933.725.150
583;k00200001067;Pitt und Fox::Pitt und Fox;Huch, Friedrich;1909;107479;0.037477088547530214;0.01389077340569878;0.016112618724559026;0.3743494394871755;0.09513547995612363;0.10258823895505784;0.0;13.838.528.833.107.400
584;k00200001080;Der Oberhof;Immermann, Karl;1839;116314;0.035404164588957475;0.01297042479787206;0.020397145189750072;0.3346897478693706;0.08323855663707665;0.08001861069671949;0.0;13.308.162.808.459.300
585;k00200001095;Frau Marie Grubbe;Jacobsen, Jens Peter;1880;76549;0.03877255091510013;0.014417766408929713;0.026510086622870764;0.29460631267720616;0.0913915029290734;0.06481471266396742;0.0;1.455.769.993.992.610
586;k00200001096;Sechs Novellen;Jacobsen, Jens Peter;1880;31687;0.039700823681636;0.011781848459616986;0.028559533721898418;0.22507137570053928;0.0650576292693243;0.07137570053928308;0.0;1.450.535.012.489.580
587;k00200001099;Die Pfeifer vom Dusenbach;Jensen, Wilhelm;1884;83191;0.03134954502289911;0.013869686718635092;0.023194587439329308;0.19525836621818973;0.06515862411832334;0.06137816031238024;0.0;14.885.331.519.341.400
588;k00200001100;Vor der Elbmündung;Jensen, Wilhelm;1905;64865;0.017127880983581284;0.006877228731533368;0.02027900779811121;0.19490432448082545;0.090937804332377;0.0709736004000737;0.0;14.561.964.810.533.400
589;k00200001108;Nach Sonnenuntergang – Erstes Buch;Jensen, Wilhelm;1879;65957;0.027472444168170167;0.010861727059671894;0.02650081124932396;0.3314139475367882;0.089149072296865;0.07161868202175302;0.0;14.340.153.235.983.400
590;k00200001109;Nach Sonnenuntergang – Zweites Buch;Jensen, Wilhelm;1879;57489;0.027553097114230547;0.009314314167716236;0.02636126651240444;0.3938849442109839;0.08734965946964209;0.0787711925807854;0.0;14.615.572.185.934.800
591;k00200001111;Aus See und Sand – Erster Band;Jensen, Wilhelm;1897;48579;0.023899215710492187;0.008622521784011902;0.02061511370191578;0.32171776593535883;0.08827600525987958;0.07749671257526472;0.0;1.479.776.178.765.520
592;k00200001112;Aus See und Sand – Zweiter Band;Jensen, Wilhelm;1897;48314;0.0257068344579211;0.01077934376914935;0.020305275472118543;0.19918613625201712;0.08971795411492317;0.07649266821020136;0.0;1.460.903.041.613.280
593;k00200001113;Der Tag von Stralsund;Jensen, Wilhelm;1890;27094;0.018970989887059864;0.008102605863192183;0.018607491856677524;0.1061955407483342;0.061314710404920564;0.06189133777549975;0.0;15.650.070.032.573.300
594;k00200001114;Auf dem Vestenstein;Jensen, Wilhelm;1912;45327;0.016987667394709555;0.007722007722007722;0.015554329840044125;0.15420844728046187;0.1000835612275904;0.0840170161045275;0.0;14.753.329.564.258.000
595;k00200001117;Kristiania Bohême;Jäger, Hans;1899;105746;0.034677434607455614;0.013850415512465374;0.03071972398692919;0.3831090784215784;0.06830669330669331;0.07750062437562437;0.0;14.178.805.215.054.600
596;k00200001118;Schwarze Diamanten;Jókai, Maurus;1877;152178;0.023301659898277014;0.008748042413542009;0.02244366639734267;0.3370745394656582;0.07977974203422539;0.06395909811793672;0.0;15.199.528.583.256.200
597;k00200001121;O Domina mea;Karrillon, Adam;1909;91840;0.026186846689895474;0.01063660439067452;0.02691712131517633;0.23607342676970866;0.05158024737561048;0.04946576598491795;0.0;14.959.951.664.954.300
598;k00200001126;Hubertus;Keller, Paul;1916;62669;0.03047758860042445;0.01282678938607657;0.019713437122621497;0.5210276148898246;0.08137221978249076;0.07639947301800523;0.0;14.242.671.758.216.500
599;k00200001127;Das letzte Märchen;Keller, Paul;1915;66526;0.038406036737516164;0.014583082661532909;0.022692816748887016;0.4131129340652563;0.06297415654104731;0.07100474927527294;0.0;1.380.470.845.866.900
600;k00200001129;Der Sohn der Hagar;Keller, Paul;1910;63139;0.044568333359730115;0.018289936030273;0.02711956032074962;0.4889622052660408;0.04674980573990803;0.08097779702686521;0.0;147.145.247.319.578
601;k00200001131;Waldwinter;Keller, Paul;1902;79350;0.04562066792690611;0.012766852947365959;0.02399045993406131;0.5050639417117635;0.05094174199594885;0.07693160403502937;0.0;14.000.559.543.573.300
602;k00200001133;Bunte Herzen - Zwei Novellen::Bunte Herzen;Keyserling, Eduard von;1909;26628;0.04337539432176656;0.016775956284153005;0.03841530054644809;0.3684548568632249;0.031685833129434786;0.06560435527281623;0.0;15.822.133.879.781.300
603;k00200001136;Fräulein Rosa Herz;Keyserling, Eduard von;1887;95920;0.04269182652210175;0.0170717011448082;0.036811752216451964;0.2984308586596778;0.03881692791021958;0.07151017253834653;0.0;15.592.498.350.213.300
604;k00200001138;Die dritte Stiege;Keyserling, Eduard von;1892;74648;0.039666166541635406;0.016594305752692662;0.03427402521499541;0.4007371294437541;0.0443021168573219;0.08307045215562565;0.0;1.434.761.062.870.490
605;k00200001140;Schnee;Kielland, Alexander Lange;1889;36304;0.04371419127368885;0.016419514291854717;0.014786159467010531;0.2934170737380786;0.10453593859036986;0.1006745754826704;0.0;13.507.546.529.121.000
606;k00200001153;Naulahka, das Staatsglück;Balestier, Rudyard Kipling und Wolcott;1900;85039;0.028680958148614162;0.013948336712472779;0.02218968236089209;0.3432822705837556;0.08164181873212073;0.08159300157191256;0.0;14.661.747.202.823.300
607;k00200001161;Der Kavalier auf den Knien und andere Liebesgeschichten...;Klabund;1891;55427;0.047179172605408916;0.015108331719195331;0.013116024239741;0.23124419172429;0.16833367461055018;0.10512388362971947;0.0;1.345.473.698.774.170
608;k00200001163;Mohammed;Klabund;1917;13212;0.02580986981531941;0.009012213921498874;0.028103877623621487;0.4247931812484332;0.03233893206317373;0.06260967661067937;0.0;15.399.992.885.094.300
609;k00200001164;Moreau;Klabund;1915;13828;0.0272635232860862;0.009418390134964559;0.02738129915525779;0.31534540341008965;0.036268822874553235;0.06574090349797855;0.0;15.206.277.308.476.600
610;k00200001169;Das Rätsel von Grünweide;Klemm, Johanna;1900;86150;0.03473012188044109;0.017213114754098358;0.018370298939247832;0.4464702060161296;0.09362458433665864;0.10130718954248366;0.0;1.518.512.078.109.940
611;k00200001170;Der Faust der Morgenländer;Klinger, Friedrich Maximilian;1795;58849;0.05515811653554011;0.018046156515703626;0.009760541384695473;0.5894981184849839;0.09533009414783952;0.10300033160801048;0.0;12.502.556.828.040.800
612;k00200001171;Geschichte Giafars des Barmeciden - Band 1;Klinger, Friedrich Maximilian;1791;51170;0.049638460035176864;0.018054968287526427;0.012135306553911205;0.5097682721232356;0.10705431225414036;0.09174903308981522;0.0;12.067.669.344.608.800
613;k00200001172;Geschichte Giafars des Barmeciden - Band 2;Klinger, Friedrich Maximilian;1791;35130;0.0636493025903786;0.022276590265258817;0.014614988411022406;0.5386034629577064;0.091967073516889;0.10067177594852872;0.0;11.651.645.634.818.400
614;k00200001173;Reisen vor der Sündfluth;Klinger, Friedrich Maximilian;1795;79796;0.039701238157301116;0.016211908883576508;0.00849064380512736;0.5099770290154234;0.10398340161114464;0.10719087088612957;0.0;12.304.879.784.573.900
615;k00200001178;Der Traum des Herrn Brick;Adolph, Friedrich Ludwig;1856;155322;0.03533948828884511;0.012800248749773277;0.0039385380768533155;0.1761397292883439;0.13176294738007585;0.09938826916156893;0.0;12.629.300.045.777.500
616;k00200001179;Geschichte Peter Clausens;Knigge, Adolph Freiherr;1783;108218;0.04056626439224528;0.013971924029727498;0.008620974401321223;0.3925788028902281;0.1266210204146026;0.09246521313854794;0.0;12.475.462.262.593.200
617;k00200001180;Die Verirrungen des Philosophen oder Geschichte Ludwigs von Seelberg;Knigge, Adolph Freiherr;1787;101158;0.054568101385950696;0.01990533168612318;0.005524631806887745;0.2043265958894787;0.1315077582686811;0.09043657275078264;0.0;12.244.604.183.729.200
618;k00200001185;Friedel Polten und ihre Rangen;Koch, Henny;1890;94066;0.03466714859779304;0.013445273048481155;0.024576708409549272;0.4181281472477861;0.021291725580664632;0.050140980163553533;0.0;16.180.122.883.542.400
619;k00200001198;Der jüdische Gil Blas;Kohn, Joseph Seligmann;1834;37586;0.02673867929548236;0.0085238942900178;0.009653567027249076;0.14529874834544734;0.1166198360541532;0.10159533706430114;0.0;13.079.179.104.477.500
620;k00200001199;Am Pflug;Kompert, Leopold;1855;103066;0.03178545786195254;0.01566164291454155;0.01633402758417108;0.38699644200787;0.07514982052953605;0.09394512994918276;0.0;12.932.314.643.226.100
621;k00200001219;Die Vestalinnen, Band 1;Kraft, Robert;1904;182943;0.02489299945884784;0.010561630218687872;0.019527068359076312;0.4594112720953058;0.06666186415495304;0.0668014371516303;0.0;152.533.990.289.032
622;k00200001220;Die Vestalinnen, Band 2;Kraft, Robert;1904;186162;0.0248815547748735;0.010554763288086058;0.01961302135600979;0.4090662564905043;0.06981737676932925;0.06714560068283662;0.0;15.198.188.348.386.300
623;k00200001221;Die Vestalinnen, Band 3;Kraft, Robert;1904;214749;0.02465203563229631;0.010214000725426187;0.016750090678273485;0.3800169707254985;0.07857831604119257;0.06706522158367725;0.0;15.130.787.305.041.200
624;k00200001240;Schillers Heimatjahre;Kurz, Hermann;1843;200121;0.034409182444621;0.013607625126839716;0.019964788427014043;0.4310814267209017;0.06850603542875057;0.08824597156789135;0.0;14.534.398.584.599.000
625;k00200001249;Tropenarzt im Afrikanischen Busch;Külz, Ludwig;1906;100309;0.018213719606416167;0.006168838184136038;0.010047319634407208;0.07078674384491739;0.06651793164630344;0.059939042064488926;0.0;14.774.718.350.943.700
626;k00200001254;Quinctius Heymeran von Flaming;Lafontaine, August;1795;296101;0.07066169989294194;0.018953341668236597;0.015659342227702707;0.39220619248334476;0.08345912416586243;0.10367639174152252;0.0;24.001.434.402.601.900
627;k00200001266;Haß;Landsberger, Artur;1915;79546;0.0329746310311015;0.011989478056209332;0.020490101066039042;0.5523063252282091;0.09719080701187495;0.10753089910332014;0.0;13.230.130.139.831.000
628;k00200001271;Wolfs Geschichten um ein Bürgerhaus -- Erstes Buch: Im Schatten Napoleons;Langewiesche, Wilhelm;1919;67734;0.030206395606342456;0.010476442162488674;0.012496224705527031;0.06623221684861391;0.1648557464112991;0.09164496555616847;0.0;14.854.986.975.234.300
629;k00200001272;Wolfs Geschichten um ein Bürgerhaus – Zweites Buch: Vor Bismarcks Aufgang;Langewiesche, Wilhelm;1919;62805;0.026653928827322662;0.01039010305802019;0.011907521760205694;0.04292628958650256;0.1965011754943991;0.10232333010648596;0.0;14.979.919.703.260.500
630;k00200001278;Frau Aleit;Lauff, Joseph von;1905;114396;0.03125983425993916;0.010990856950877108;0.025953300856710902;0.33302706255698405;0.032010007986599476;0.05353848763490639;0.0;14.365.337.884.860.100
631;k00200001280;Anne-Susanne;Lauff, Joseph von;1915;89952;0.03151680896478122;0.009950787706211892;0.028769073632733913;0.36044568245125347;0.01911502808347413;0.05746381113292844;0.0;1.425.398.542.201.860
632;k00200001281;Die Brinkschulte;Lauff, Joseph von;1913;95469;0.029548858791859138;0.011292787286063569;0.02846882640586797;0.3783200061707762;0.02057782462996769;0.05167168042235535;0.0;13.732.517.878.973.200
633;k00200001283;Kärrekiek;Lauff, Joseph von;1902;69356;0.02614049253128785;0.00923659621603273;0.02942490129169421;0.28159003785804426;0.023036262768161148;0.0477987571132646;0.0;13.941.818.376.717.400
634;k00200001284;Marie Verwahnen;Lauff, Joseph von;1903;62644;0.03377817508460507;0.010616946975474651;0.028719945410026895;0.2885271621886644;0.018186572530561548;0.052167091586585605;0.0;1.416.620.920.804.390
635;k00200001286;Pittje Pittjewitt;Lauff, Joseph von;1903;107146;0.030117783211692457;0.009421333775290353;0.025280791443032163;0.3253312965438228;0.029367958755012413;0.05795684552224556;0.0;14.133.296.829.383.500
636;k00200001287;Sankt Anne;Lauff, Joseph von;1908;94412;0.036933864339278914;0.011532573080169984;0.025297257079082546;0.3001941510895968;0.03179550579406054;0.05950774427776665;0.0;14.121.434.131.265.400
637;k00200001288;Schnee;Lauff, Joseph von;1919;111169;0.034047261376822666;0.011733861943281005;0.025402052626530676;0.48009061536747505;0.037605377502135405;0.057785865488171724;0.0;13.858.766.505.739.300
638;k00200001293;Die Tanzmamsell;Lauff, Joseph von;1907;107895;0.03673015431669679;0.011562598504169413;0.02490185402756684;0.4212565734846388;0.03249526858715898;0.05528085517014385;0.0;14.473.441.699.859.600
639;k00200001298;Aspira;Laßwitz, Kurd;1904;56697;0.037427024357549785;0.01249714937286203;0.016100342075256558;0.5636843852382121;0.062060704028172674;0.08342113239135769;0.0;13.431.427.594.070.600
640;k00200001299;Auf zwei Planeten;Laßwitz, Kurd;1897;203360;0.024198465774980332;0.00838171979302445;0.016889836868507327;0.3463222489426984;0.08445973961356663;0.07768057052823617;0.0;14.329.911.126.910.900
641;k00200001304;Sternentau;Laßwitz, Kurd;1909;78614;0.029625766402930773;0.011233876083738634;0.023498625502220344;0.4732311258627048;0.07374743164216849;0.1001001001001001;0.0;13.664.413.195.178.500
642;k00200001321;Der Pfeiferkönig;Lienert, Meinrad;1909;52487;0.02920723226703755;0.011916095942999293;0.02450784681060164;0.42268625690934003;0.054802286578164126;0.04551109431347538;0.0;14.497.270.661.220.400
643;k00200001325;Oberlin;Lienhard, Friedrich;1910;137650;0.04100254268071195;0.013972906194087075;0.021592278387030026;0.41167446920340783;0.043893852904866096;0.09284815000427815;0.0;15.231.719.105.636.900
644;k00200001330;Der Gast;Lindau, Rudolf;1883;39913;0.0485305539548518;0.016826071555083245;0.01955366631243358;0.2697214106415374;0.096498086498498;0.10065429406197275;0.0;14.334.431.101.665.000
645;k00200001332;Liebesheiraten;Lindau, Rudolf;1894;46872;0.055278204471752856;0.020164046479835954;0.011064593301435407;0.4300997312208233;0.12485853727542792;0.1415157730937898;0.0;12.865.779.647.983.600
646;k00200001342;Daphnis und Chloe;Longus;1838;28016;0.029697315819531694;0.008416622830089426;0.013007508010138205;0.23362304597524647;0.08820367924818034;0.06805687786001659;0.0;1.311.861.125.723.290
647;k00200001351;Das zweite Gesicht;Löns, Hermann;1912;82133;0.0348824467631768;0.010749455010148087;0.028433436067052544;0.39341973076150294;0.047458308217801885;0.06281896724934699;0.0;13.788.068.668.721.200
648;k00200001355;Der letzte Hansbur;Löns, Hermann;1909;34516;0.021815969405493102;0.007607296949511771;0.02164862614487927;0.2583844831819298;0.054603486373680336;0.058310827399950894;0.0;13.750.104.079.933.300
649;k00200001356;Dahinten in der Heide;Löns, Hermann;1909;34397;0.02328691455650202;0.008895289732294137;0.022577092511013214;0.31788340013277927;0.06427500061471883;0.06882391993901989;0.0;14.214.876.736.699.300
650;k00200001358;Kraut und Lot;Löns, Hermann;1911;165522;0.02233539952393036;0.009301593385533593;0.020006296884411103;0.1948273352876359;0.02678849872138714;0.028529699162144744;0.0;14.569.495.085.692.900
651;k00200001361;Der zweckmäßige Meyer;Löns, Hermann;1911;61459;0.02613124196618884;0.011132954871772216;0.016876145877051534;0.3035543273045667;0.05944400361178756;0.052712944974963746;0.0;13.923.611.141.790.400
652;k00200001370;Fritz Beutel;Marggraff, Hermann;1856;133853;0.025953844889543;0.008387491697164663;0.013362680871569789;0.39637193486032724;0.11259155821906738;0.06696275608825793;0.0;1.359.564.631.875.130
653;k00200001373;Die zweite Frau;Marlitt, Eugenie;1874;97934;0.04071109114301469;0.017027371101209422;0.03723742838956079;0.4217864439524367;0.07453347124746754;0.06271958694146913;0.0;15.316.369.792.771.800
654;k00200001374;Das Eulenhaus;Marlitt, Eugenie;1888;89800;0.03947661469933185;0.012282683966906002;0.03877974997266465;0.39931939895446544;0.05691138501400433;0.06890857502577342;0.0;15.507.804.606.917.700
655;k00200001375;Reichsgräfin Gisela;Marlitt, Eugenie;1869;120079;0.04051499429542218;0.015587649402390439;0.03479830677290836;0.3396284699307769;0.056993218101911006;0.0586360381358907;0.0;15.638.371.513.944.400
656;k00200001376;Im Schillingshof;Marlitt, Eugenie;1870;129781;0.037139488831184835;0.015606580071597754;0.03708590649030402;0.30094966453829447;0.06374744757397983;0.05184584967426182;0.0;15.906.418.922.573.200
657;k00200001397;Der neue Ahasver;Mauthner, Fritz;1882;110154;0.04284910216605843;0.015616764302817644;0.019050344110958843;0.30451529073274863;0.07694865964391233;0.11947963555926802;0.0;14.990.193.515.353.500
658;k00200001399;Hypatia;Mauthner, Fritz;1891;90837;0.03239869216288517;0.011677347793936406;0.017993591323638158;0.22220414102060937;0.08408396910029005;0.09712157906324485;0.0;14.881.211.024.156.000
